S5_2_Ka
8.430806558685397e-06
7.378785108739632e-06
1.1346749546070723e-05
1.2000315459901443e-05
1.1085485339847347e-05
1.0922010719445745e-05
1.2192542830525041e-05
1.0958443527000806e-05
1.3027940620542502e-05
1.3721261239451764e-05
1.3763049709016702e-05
1.3150460763538627e-05
1.4306256924881884e-05
1.4731152933436955e-05
1.4425119065982629e-05
