Proteome Id	Organism	Organism Id	Protein count	Taxonomic lineage
UP000243345	Rhizoctonia solani dsRNA virus 2	1411681	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, unclassified Partitiviridae
UP000243398	Rosellinia necatrix partitivirus 1-W8	235994	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Betapartitivirus, Rosellinia necatrix virus 1
UP000243448	Cellulophaga phage phiSM	756280	59	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000243475	Heterobasidion partitivirus 8	1249677	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Betapartitivirus
UP000243493	Amasya cherry disease-associated mycovirus	284689	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Alphapartitivirus, Cherry chlorotic rusty spot associated partitivirus
UP000243549	Sclerotinia sclerotiorum partitivirus S	659497	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, unclassified Partitiviridae
UP000243552	Escherichia phage NJ01	1237159	109	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gordonclarkvirinae, Kuravirus, Kuravirus NJ01
UP000243557	Rose cryptic virus 1	492502	3	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, unclassified Partitiviridae
UP000243586	Ustilaginoidea virens partitivirus 2	1415665	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, unclassified Partitiviridae
UP000243697	Neodiprion sertifer nucleopolyhedrovirus	111874	90	Viruses, Naldaviricetes, Lefavirales, Baculoviridae, Gammabaculovirus, Gammabaculovirus nesertiferis
UP000243852	Penicillium janczewskii chrysovirus 1	1755792	4	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Chrymotiviricetes, Ghabrivirales, Chrysoviridae, Betachrysovirus, Betachrysovirus pripenicillii
UP000243866	Fusarium graminearum dsRNA mycovirus 4	687918	3	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Curvulaviridae, Orthocurvulavirus, Fusarium graminearum orthocurvulavirus
UP000243890	Fusarium solani virus 1	1511847	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Gammapartitivirus
UP000243908	Pleurotus ostreatus virus 1	674983	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Betapartitivirus
UP000243909	Raphanus sativus cryptic virus 3	580254	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, unclassified Partitiviridae
UP000244186	Escherichia phage YDC107_1	2056767	60	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ravinvirus, unclassified Ravinvirus
UP000244313	Mycobacterium phage GreedyLawyer	2126950	88	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gladiatorvirus, unclassified Gladiatorvirus
UP000244331	Microbacterium phage BonaeVitae	2126925	26	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Orlajensenviridae, Pelczarvirinae, Bonaevitaevirus, Bonaevitaevirus bonaevitae
UP000244376	Clostridioides phage LIBA2945	2069615	172	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000244461	Mycobacterium phage Leston	2126952	94	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Weiservirinae, Kratiovirus, Kratiovirus leston
UP000244473	Mycobacterium phage TNguyen7	2126956	91	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Veracruzvirus, unclassified Veracruzvirus
UP000244501	Ralstonia phage RsoP1EGY	2070026	50	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Gyeongsanvirus, Gyeongsanvirus RsoP1EGY
UP000244504	Pseudoalteromonas phage Maelstrom	2065202	67	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000244603	Staphylococcus phage phiSA_BS2	2126724	206	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Herelleviridae, Twortvirinae, Baoshanvirus, Baoshanvirus BS2
UP000244611	Mycobacterium phage Midas2	2126953	84	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Benedictvirus, unclassified Benedictvirus
UP000244668	Ostreococcus tauri virus RT-2011	1120767	249	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Prasinovirus, unclassified Prasinovirus
UP000244741	Aeromonas phage AhSzq-1	2138298	143	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Shenzhenvirus, Shenzhenvirus AhSzq1
UP000244773	Tetraselmis virus 1	2060617	653	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Imitervirales, Allomimiviridae, Oceanusvirus, Oceanusvirus kaneohense
UP000244824	Microbacterium phage Triscuit	2126721	104	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000244827	Pseudomonas phage PPSC2	2041350	168	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Otagovirus, unclassified Otagovirus
UP000244833	Faustovirus	1477405	492	Viruses, unclassified viruses
UP000244837	Salmonella phage vB_SenS_PHB07	2136179	87	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Tempevirinae, Tlsvirus, Tlsvirus PHB07
UP000244848	Mycobacterium phage OwlsT2W	2126954	103	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Cheoctovirus owlsT2W
UP000246186	Synechococcus phage S-PM2	238854	210	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kyanoviridae, Nodensvirus, Nodensvirus spm2
UP000246196	Pectobacterium phage Nepra	2163635	92	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Schitoviridae, Cbunavirus, Cbunavirus nepra
UP000246199	Listeria phage PSU-VKH-LP019	2202246	66	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000246222	Erwinia phage Faunus	2182346	78	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Chaseviridae, Cleopatravirinae, Faunusvirus, Faunusvirus faunus
UP000246231	Streptococcus phage D1024	2108109	49	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Aliceevansviridae, Moineauvirus, unclassified Moineauvirus
UP000246233	Mycobacterium phage Priamo	2182403	98	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gladiatorvirus, Gladiatorvirus priamo
UP000246238	Mycobacterium phage TChen	2163598	101	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Thetabobvirus, Mycobacterium virus TChen
UP000246250	Pseudomonas phage 98PfluR60PP	2163965	92	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Schitoviridae, Littlefixvirus, unclassified Littlefixvirus
UP000246259	Escherichia phage phi467	1774508	54	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000246264	Pectobacterium phage vB_PatP_CB5	1983582	59	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Corkvirinae, Phimunavirus, Phimunavirus CB5
UP000246280	Burkholderia phage vB_BmuP_KL4	2115967	65	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kelquatrovirus, Kelquatrovirus KL4
UP000246313	Aeromonas phage 62AhydR11PP	2163963	64	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000246316	Erwinia phage Cronus	2163633	291	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Tevenvirinae, Roskildevirus, Roskildevirus cronus
UP000246317	Xanthomonas phage XacN1	2042251	459	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000246342	Escherichia phage P13771	1429232	79	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sepvirinae, Oslovirus, Oslovirus ov191
UP000246402	Escherichia phage RCS47	1590550	122	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Punavirus, Punavirus RCS47
UP000246405	Human circular dsDNA virus associated with alcoholic cirrhosis	749224	1	Viruses, unclassified viruses, unclassified DNA viruses, unclassified dsDNA viruses
UP000246416	Clostridium phage slur17	1720506	51	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Leicestervirus, Leicestervirus CD382
UP000246469	Escherichia phage SH2026Stx1	2108115	79	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sepvirinae, Traversvirus, Traversvirus SH2026Stx1
UP000246494	Gordonia phage Easley	2182395	77	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Beenievirus, Beenievirus easley
UP000246496	Microbacterium phage Camille	2182351	81	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000246514	Microbacterium phage Squash	2182357	108	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Squashvirus, Squashvirus squash
UP000246517	Microbacterium phage Appa	2182350	65	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Appavirus, Appavirus appa
UP000246538	Dickeya phage Ninurta	2163631	46	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Ningirsuvirus, Ningirsuvirus ninurta
UP000246547	Acaryochloris phage A-HIS2	645117	104	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000246591	Gordonia phage Sour	2182349	79	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sourvirus, Sourvirus sour
UP000246668	Microbacterium phage Count	2182352	131	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000246700	Mycobacterium phage Byougenkin	2182394	101	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Cheoctovirus byougenkin
UP000246714	Listeria phage PSU-VKH-LP040	2202247	67	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000246715	Paramecium bursaria Chlorella virus MT325 (PBCV-MT325)	346932	841	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Chlorovirus, Paramecium bursaria Chlorella virus A1
UP000246721	Streptomyces phage Maneekul	2182320	73	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Arquatrovirinae, Likavirus, unclassified Likavirus
UP000246725	Synechococcus phage S-B64	2163901	156	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kyanoviridae, Shandvirus, Shandvirus sb64
UP000246735	Cordyline virus 2	1177751	10	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Closteroviridae, Velarivirus
UP000246770	Aeromonas phage 85AhydR10PP	2163964	80	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000246773	Brucella phage R/C	1277895	59	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Perisivirus, Perisivirus Pr
UP000246787	Dickeya phage Amaethon	2163629	49	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000246834	Pseudomonas phage 22PfluR64PP	2163970	53	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Pifdecavirus, Pifdecavirus pv22PfluR64PP
UP000246895	Streptomyces phage Rainydai	2182404	91	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bingvirus, unclassified Bingvirus
UP000246901	Xanthomonas phage Carpasina	2163636	86	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Carpasinavirus, Carpasinavirus carpasina
UP000246903	Mycobacterium phage Xavia	2178923	71	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pclasvirinae, Xaviavirus, Xaviavirus xavia
UP000246928	Acinetobacter phage vB_AbaM_B9	2163899	156	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000246930	Aeromonas phage 25AhydR2PP	2163976	51	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Melnykvirinae, Aerosvirus, Aerosvirus av25AhydR2PP
UP000246975	Gordonia phage Jace	2182360	93	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Jacevirus, Jacevirus jace
UP000246984	Gordonia phage Petra	2182347	89	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Jujuvirus, Jujuvirus petra
UP000246990	Mycobacterium phage Melissauren88	2163593	95	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Cheoctovirus melissauren88
UP000247059	Rhodococcus phage Peregrin	2182361	267	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Weaselvirus, unclassified Weaselvirus
UP000247164	Escherichia phage slur12	1720503	207	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Vequintavirinae, Vequintavirus, Vequintavirus slur16
UP000247165	Streptomyces phage Salete	2182343	71	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Woodruffvirus, Woodruffvirus TP1604
UP000247173	Listeria phage PSU-VKH-LP041	2202248	81	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000247174	Mycobacterium phage DillTech15	2163591	111	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Cheoctovirus dilltech15
UP000247188	Streptomyces phage Ibantik	2182397	105	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000247194	Pseudomonas phage Nerthus	2163984	45	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Colwellvirinae, Uliginvirus, Uliginvirus nerthus
UP000247217	Escherichia phage vB_EcoS_IME347	2496546	87	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Tunavirinae, Badaguanvirus, Badaguanvirus IME347
UP000247221	Pseudomonas phage Njord	2163985	44	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Colwellvirinae, Uliginvirus, Uliginvirus njord
UP000247247	Marinomonas phage YY	2163588	4	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Tectiliviricetes, Vinavirales, Corticoviridae, unclassified Corticoviridae
UP000247252	Pseudomonas phage Achelous	2163982	47	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Colwellvirinae, Uliginvirus, Uliginvirus achelous
UP000247257	Qinghai Lake virophage	1516115	25	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Maveriviricetes, Priklausovirales, Lavidaviridae, unclassified Lavidaviridae
UP000247261	Dickeya phage Sucellus	2163632	55	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000247266	Neurachne minor latent virus	2175246	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Amalgaviridae, unclassified Amalgaviridae
UP000247279	Acaryochloris phage A-HIS1	645116	95	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000247284	Microbacterium phage Hendrix	2182341	155	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Rogerhendrixvirus, Rogerhendrixvirus hendrix
UP000247773	Pseudomonas phage PspYZU05	1983556	224	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Jiangsuvirus, Jiangsuvirus pspyzu05
UP000248026	Phaeocystis globosa virus 14T	755274	433	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Prymnesiovirus, unclassified Prymnesiovirus
UP000248142	Pseudomonas phage PspYZU01	1983555	67	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Casjensviridae, Phobosvirus, Phobosvirus PspYZU01
UP000248293	Pseudomonas phage PspYZU08	1983557	48	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Studiervirinae, Pijolavirus, Pijolavirus PspYZU08
UP000248323	Ostreococcus lucimarinus virus OlV4	754063	294	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Prasinovirus, unclassified Prasinovirus
UP000248579	Lactobacillus phage T25	2036055	50	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sukhumvitvirus, Sukhumvitvirus T25
UP000248666	Enterobacter phage EspM4VN	2137745	219	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ackermannviridae, Aglimvirinae, Agtrevirus, Agtrevirus EM4
UP000248852	Pandoravirus quercus	2107709	1179	Viruses, unclassified viruses, unclassified DNA viruses, unclassified dsDNA viruses, Pandoravirus
UP000248946	Oenococcus phage phiOE33PA	2201414	57	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000249287	Pandoravirus neocaledonia	2107708	1081	Viruses, unclassified viruses, unclassified DNA viruses, unclassified dsDNA viruses, Pandoravirus
UP000249553	Botrytis cinerea hypovirus 1 satellite-like RNA	2219109	1	Viruses, Satellites, RNA satellites
UP000249758	Pandoravirus macleodensis	2107707	926	Viruses, unclassified viruses, unclassified DNA viruses, unclassified dsDNA viruses, Pandoravirus
UP000249900	Klebsiella phage 1 LV-2017	1960654	24	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000249917	Klebsiella phage 4LV2017	1960658	38	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Elveevirus, Elveevirus 4LV2017
UP000249920	Mycobacterium phage HC	2077135	76	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Chebruvirinae, Brujitavirus, Brujitavirus HC
UP000249929	Aeropyrum globular virus 1	1932713	33	Viruses, unclassified archaeal viruses
UP000250048	Klebsiella phage 3LV2017	1960657	36	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Reginaelenavirus, Reginaelenavirus rv3LV2017
UP000250053	Mycobacterium phage PP	2077134	80	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sagamiharavirus, Sagamiharavirus PP
UP000250135	Klebsiella phage 48ST307	1955242	24	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000250157	Escherichia phage EcS1	2083276	295	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Tevenvirinae, Kagamiyamavirus, Kagamiyamavirus ecs1
UP000250164	Klebsiella phage 5 LV-2017	1960659	41	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000250263	Klebsiella phage 2b LV-2017	1960656	46	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000250303	Klebsiella phage 2 LV-2017	1960655	50	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000250399	Ruegeria phage vB_RpoMi-V15	2218610	4	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
