S11_2_Ka
6.670814155361847e-06
6.453617067244313e-06
7.070792684163614e-06
8.000101806417827e-06
8.13798683065219e-06
8.700405206717753e-06
9.894739014459954e-06
1.0117248573494948e-05
9.741193177410426e-06
9.972980349268723e-06
9.8514382650503e-06
1.0560812094761027e-05
1.0374398045486306e-05
1.068257708838526e-05
1.1115472986935867e-05
