S10_2_Ka
5.44798054008883e-06
8.432035660130788e-06
9.966505721428175e-06
9.396799601510874e-06
9.136505427251762e-06
9.283109171443269e-06
8.452201192138854e-06
8.883214736153698e-06
8.402094952405454e-06
8.46054803527674e-06
8.897423119238026e-06
8.857567077493062e-06
8.831192245935705e-06
9.019581259305564e-06
8.967499253163407e-06
