S13_2_Ka
1.0554723761639765e-05
9.488187868862305e-06
8.103033216273165e-06
1.0736806230526107e-05
1.2846557956780024e-05
1.251974584728854e-05
1.3427709000760151e-05
1.3438853657615864e-05
1.3889942168048922e-05
1.4538914753608873e-05
1.4532475205563887e-05
1.6341985618176032e-05
1.6657198008248605e-05
1.6494857738559214e-05
1.638724860682451e-05
