S8_2_Ka
1.0561303356892067e-05
1.4800736678786688e-05
1.532435051085745e-05
1.5936849494469368e-05
1.6758310306849617e-05
1.6332062782866432e-05
1.6716810109357855e-05
1.6165885503933734e-05
1.7060340939626756e-05
1.6152182168818096e-05
1.5924771468765696e-05
1.5945053272781078e-05
1.5247611003614557e-05
1.6249376899456025e-05
1.5909834900345907e-05
