3.279226729730410739e+01	3.030659839103331876e+01	3.231482861365064707e+01	2.907541921341739766e+01	3.499870620779034880e+01	3.173361490925660533e+01	3.145616647509426045e+01	3.990207234522867452e+01	3.481693009542244965e+01	3.033613416764321258e+01
4.767927624888269378e+01	3.836027803770253541e+01	3.143587836114738110e+01	2.870815297366237218e+01	3.313389587855510143e+01	4.327702176232904918e+01	2.875512859829250800e+01	2.933145779225414529e+01	2.906699988134058188e+01	3.817275647828047624e+01
3.581346529099835863e+01	2.784388993953907843e+01	3.315387675295810510e+01	3.403803060646223599e+01	3.757575925661668492e+01	2.900131839425497304e+01	2.573540849152406551e+01	2.815355636523277028e+01	3.520538607433534395e+01	3.412780236783673615e+01
4.150955453221538249e+01	2.655436473775795037e+01	3.463190110083764495e+01	2.518110790525911469e+01	2.832275952592680923e+01	4.611108266768990660e+01	2.361409412723597967e+01	3.639308091791411215e+01	3.589235843627627531e+01	3.284392282780508765e+01
3.044973928867541346e+01	2.977244776977830654e+01	3.736933053515249981e+01	2.643506800719156047e+01	2.454061707655182190e+01	4.476979351323464584e+01	2.536785758846728811e+01	5.123210777791580028e+01	3.530968259422336786e+01	2.463034457431034951e+01
3.653954696649861944e+01	3.237332073444121505e+01	3.271705747212768500e+01	2.758104606900742084e+01	3.710386645539246331e+01	4.201352349568576017e+01	2.508725597504839300e+01	3.976302735611483996e+01	3.469885727234764516e+01	2.570297813020547295e+01
3.252248108959047102e+01	3.810817403199654052e+01	2.661599703266795203e+01	2.817828668775081979e+01	3.016552569142252693e+01	3.155108619033373785e+01	2.788240938330900320e+01	3.529751138051550186e+01	3.050588336092771158e+01	2.525136128908876287e+01
3.207479937929726077e+01	2.972074335292411007e+01	2.707401724045510250e+01	2.322281715416588099e+01	2.323195846899517392e+01	2.401678096090257952e+01	2.817006099302915700e+01	3.449017170146387201e+01	3.948085929345236167e+01	2.908381185205443842e+01
3.695326287767289841e+01	3.714565228988590917e+01	3.688524026401325528e+01	3.401541209538257249e+01	3.318294723142656721e+01	3.607226691121152129e+01	3.492900445911818963e+01	3.279887789757997041e+01	2.889474841851992437e+01	4.517929048389778046e+01
3.949052381586209037e+01	3.482183843127085510e+01	3.525754795013660470e+01	4.138549837496681505e+01	4.262254641755806972e+01	3.190414253177431547e+01	4.341005743211440659e+01	3.839064283433118874e+01	4.047120312015958632e+01	3.637975709042910211e+01
4.191906439226340098e+01	3.381935191939219720e+01	3.850748432841956514e+01	4.119127314504226689e+01	2.810541876721352850e+01	3.101050962553314605e+01	4.473213684743534913e+01	3.551326517269163219e+01	2.476335850021445850e+01	2.928674785291602234e+01
2.591681796049906339e+01	3.360039336901365203e+01	3.993571224187837032e+01	3.929988156572110114e+01	3.441625231128266194e+01	2.606803318432972105e+01	3.231565239528205780e+01	3.019781156435435676e+01	2.621773053996278691e+01	3.081580737394211411e+01
3.537359569853350649e+01	3.371379635564907318e+01	2.847221777144156363e+01	3.928797927482087715e+01	3.185613400884767543e+01	3.198220229338984311e+01	3.923724203091794749e+01	2.683863526510726771e+01	2.464053556915832743e+01	3.233642074053908999e+01
3.669566087937445786e+01	3.768326426305472410e+01	4.380443166424218049e+01	3.369795357595776153e+01	2.683244024309147235e+01	2.219717513265680964e+01	3.107391810650544173e+01	3.334525299738431414e+01	2.888959247155253252e+01	3.516077713429623230e+01
2.980654404444393890e+01	3.750121910615835930e+01	3.062894567049354677e+01	3.014516294042179467e+01	3.022398052600066976e+01	2.453795499409541137e+01	2.454180631690314129e+01	3.735014134378788242e+01	2.589944607162162882e+01	3.128593540916238425e+01
3.085694071649642467e+01	3.714777310326776671e+01	3.835655228362797686e+01	2.705196217157122618e+01	3.060852519734704202e+01	3.295810566256357532e+01	3.299400358195706673e+01	3.141160441094562827e+01	3.265461229668921561e+01	3.859715406314619202e+01
3.456420577260082183e+01	4.140438430756711341e+01	3.013536407469906919e+01	2.839366329790119181e+01	2.795402966986448234e+01	2.649471342336266488e+01	3.170559095001114258e+01	3.092994986961266335e+01	2.648921547262089504e+01	3.172983237928147204e+01
3.670476390948735457e+01	3.659165283458101925e+01	3.471675861543445052e+01	3.214160201035435449e+01	2.582617422371443539e+01	2.716331022929691130e+01	2.833807264659559166e+01	2.900908712622696228e+01	3.672449000105875427e+01	3.324108219159137434e+01
3.814787469672506148e+01	3.525080183870231565e+01	3.484488340871070022e+01	3.915614587097100241e+01	3.711830715278046000e+01	4.648211662778393816e+01	3.616325899075736316e+01	3.886520789052922709e+01	2.463102829024666462e+01	2.998583105468387444e+01
2.528629806714908668e+01	3.501148685857235421e+01	4.011899553699034016e+01	2.992515584842005083e+01	3.699694399867637173e+01	2.867770330327995865e+01	3.248279092015964409e+01	4.214622900830485719e+01	2.422607654264338350e+01	2.856028569313624033e+01
2.573371146650238828e+01	3.407914919356321803e+01	3.935517513202474049e+01	3.069499087149839056e+01	3.059136608090392428e+01	2.647439020137196763e+01	4.524902390054994328e+01	3.398686465089637920e+01	2.750411801495886976e+01	3.218080087823394564e+01
2.946605185681515593e+01	3.490071114025691656e+01	3.263151020543973146e+01	2.879330005647165081e+01	3.634366081698532014e+01	3.008227104084463477e+01	3.698565431579120144e+01	3.339245679940379574e+01	3.470260262596638512e+01	2.096486013302941487e+01
3.404473451263118022e+01	2.811994631889712082e+01	4.362480033097322973e+01	2.838504501520080936e+01	3.042022519928634239e+01	2.578002234251785652e+01	3.319037421472976490e+01	3.515822983042761507e+01	3.705155727047356606e+01	3.045940764170440929e+01
3.457553843744767619e+01	3.129920783331493084e+01	3.853433730070265995e+01	3.233510991244222055e+01	2.593994967421776465e+01	2.816104300277382677e+01	2.701881281918020150e+01	3.139676829246710099e+01	3.476384947301038864e+01	3.705236103681928483e+01
3.365310316336668706e+01	2.629377444797503927e+01	3.805297535148824295e+01	3.123508934550484639e+01	2.466624143819093007e+01	2.971089039779780805e+01	3.864369191795161385e+01	3.111575062640258693e+01	2.510459210224923510e+01	3.123020742826824758e+01
2.571329569895677380e+01	2.738127059918028294e+01	3.030052880502182688e+01	2.782287784524933727e+01	4.212046593917543191e+01	2.903007901547464442e+01	2.823411141725656393e+01	3.732114797905734349e+01	3.137226344076728424e+01	2.697774475811525718e+01
3.423202694793588563e+01	4.046171837370273039e+01	3.396361334213344918e+01	3.487460923724424333e+01	3.813101187077874243e+01	3.551631989814525525e+01	3.203505606640099046e+01	2.896315399343818342e+01	3.615310509636734793e+01	4.214219574810716296e+01
3.167896039238906170e+01	3.322862516643240127e+01	3.490055566924266373e+01	3.520490669096182046e+01	3.876335055374515548e+01	2.983113161969000515e+01	4.482545446051841509e+01	4.145762747087691480e+01	3.752516001816289304e+01	2.842544588336924249e+01
3.520739477034448583e+01	3.032681364393099699e+01	3.022125109258035280e+01	2.466772981391135744e+01	3.712130755274790772e+01	3.433067812919706796e+01	3.429773844945718508e+01	3.677353483651964439e+01	3.395146588524381315e+01	2.459558364938335728e+01
4.032137399236033559e+01	3.990955133841787728e+01	3.297433977538237571e+01	3.391620192149428448e+01	2.645439707445141764e+01	2.777079829102731878e+01	3.628611702221390090e+01	3.357695845450115968e+01	4.130893727142270677e+01	2.366596245432326029e+01
3.689590306157798238e+01	3.486231694905468004e+01	3.342509582128300849e+01	2.321008252669159688e+01	3.288632539668920174e+01	3.142297199509407335e+01	3.228038278478800294e+01	2.778116127408639002e+01	2.883528995858548072e+01	3.507138409583082250e+01
4.168694269905184058e+01	2.914339834250775141e+01	3.006086975189580102e+01	2.510591595384441987e+01	3.418300925303170601e+01	3.152433125467003805e+01	2.632345536133715314e+01	2.738722658656514852e+01	2.665763686597987459e+01	3.531128623247922604e+01
3.379262793331778880e+01	2.396301904044937814e+01	2.572925408233157896e+01	2.645243202758679502e+01	3.200498409817583223e+01	3.003151465592907243e+01	3.057202562302718363e+01	4.089448053043937392e+01	3.740395379068361592e+01	2.740586002550941913e+01
2.492251184000243569e+01	3.197449197859291559e+01	2.647149225582300147e+01	2.823428613331113013e+01	2.834586616689626837e+01	4.014593094644619953e+01	3.180037002407271274e+01	3.693293103228442220e+01	2.980248768807427595e+01	2.701387186320048173e+01
2.912720640937516592e+01	2.880639049725345302e+01	2.717764119095095410e+01	3.733283519110553783e+01	2.903004495480944769e+01	3.500495991605808399e+01	2.924101595764536299e+01	4.084127201508908911e+01	3.831033267355386585e+01	2.368745911635891233e+01
2.695592973404653847e+01	2.437903698957983067e+01	2.915466939353416720e+01	3.980430253196956158e+01	3.643477352778666756e+01	2.721208959922217474e+01	3.081650099535525911e+01	4.444004973620891974e+01	3.428773491857890576e+01	2.420862123819746614e+01
2.528274715085032298e+01	3.369260463836066322e+01	3.449213307937836248e+01	3.954046791048459397e+01	3.873223851755560077e+01	2.979596630368265053e+01	4.045684636334887330e+01	3.322319084060872285e+01	2.460896584312074253e+01	3.133791172720042795e+01
3.752255596984739583e+01	3.994909636220682358e+01	3.031782923518456840e+01	2.553840467514418577e+01	3.047452918962036605e+01	3.631215466644758294e+01	3.589255791953073782e+01	3.539845803541295766e+01	3.493284993008553840e+01	2.739829384716951211e+01
3.971711547798849296e+01	3.334652676678207683e+01	2.448794052220904405e+01	4.012894321534769659e+01	3.149212058133756287e+01	2.985204504111521118e+01	4.023911320072877373e+01	3.941871016750096146e+01	3.403937754643811786e+01	2.456093935668496187e+01
3.208905877991666244e+01	3.226103632958753309e+01	2.844161713668875535e+01	4.089949292736585562e+01	2.501699964797255760e+01	2.578693144664805459e+01	4.221665637309740760e+01	4.109732311959814410e+01	2.846095477681087260e+01	2.389216691520509528e+01
