GS10_3_Ka
1.653022378328545e-06
2.19509441558803e-06
2.177576786862371e-06
3.0345218053470524e-06
2.8858367907095877e-06
2.801395087445918e-06
2.889028764240824e-06
2.924321269968673e-06
3.2058334302231193e-06
3.329119830509754e-06
3.2852660047896385e-06
3.3792968867160147e-06
3.4563920347843756e-06
3.2870035411370733e-06
3.4564320848261697e-06
