GS25_1_Ka
2.306858538278341e-06
4.703798537168844e-06
3.849193407786784e-06
3.602020584177602e-06
3.1704591705452032e-06
2.7578878921658385e-06
2.4872161420630764e-06
2.2867346198601314e-06
2.618933558059982e-06
2.8379847545934814e-06
2.6843155718564703e-06
2.831910071117881e-06
2.836546849053394e-06
2.828576512603392e-06
2.908232223013037e-06
