RBD_3_Ka
6.443575093487093e-06
7.378888298903121e-06
7.055585221190224e-06
8.601732459446077e-06
8.431605351100106e-06
9.000432997022264e-06
8.20886201670948e-06
8.651275974063743e-06
8.553933400907385e-06
8.226236356361846e-06
8.293090406108215e-06
9.193090461172363e-06
8.85990227103452e-06
9.66302756562673e-06
9.849732919715353e-06
