Proteome Id	Organism Id	Protein count
UP000026987	1498170	48
UP000029752	1554482	2
UP000029758	1554495	5
UP000029759	137556	5
UP000029763	717641	4
UP000029764	1560037	4
UP000029765	1557032	6
UP000029766	60714	5
UP000029767	1559359	5
UP000029769	1559360	5
UP000029773	1559363	5
UP000029774	1559364	3
UP000029775	1559365	6
UP000029776	1559366	9
UP000029782	591166	2
UP000029941	1559362	6
UP000033026	1610508	43
UP000052082	485362	8
UP000052104	1213588	8
UP000052105	3052702	3
UP000052110	1016879	3
UP000096080	889873	5
UP000096922	1775456	6
UP000097131	345250	2
UP000097580	1316453	5
UP000097718	1480065	7
UP000097722	1618256	2
UP000097858	1511639	5
UP000097872	1618254	2
UP000097892	1535247	140
UP000098205	764030	37
UP000098369	1428456	5
UP000099166	1803263	5
UP000099188	188763	169
UP000099533	40052	10
UP000099649	33708	73
UP000099870	698672	5
UP000099964	38432	34
UP000100290	2560801	100
UP000100497	2170139	4
UP000100660	1391025	2
UP000101020	936149	7
UP000101661	35314	3
UP000101765	1379715	5
UP000101850	1618258	2
UP000102041	33706	100
UP000102185	1481139	6
UP000102219	1420600	2
UP000102282	127569	98
UP000102399	67603	34
UP000102920	1676988	2
UP000103080	40061	10
UP000103274	40064	10
UP000103275	942036	2
UP000103398	2050587	2
UP000103471	1475062	2
UP000104459	35511	4
UP000104680	1802935	6
UP000105166	1608068	3
UP000105477	1379710	3
UP000105586	172859	37
UP000105606	241630	8
UP000105631	881945	5
UP000105727	1959744	2
UP000105857	1678227	3
UP000105858	1475063	2
UP000105926	1216472	3
UP000105986	1620507	5
UP000106032	742924	2
UP000106231	1788448	4
UP000106311	38143	13
UP000106396	1618242	2
UP000106424	1435008	2
UP000106432	687386	2
UP000106524	942034	2
UP000106577	1618251	2
UP000106725	759938	2
UP000106941	1105385	3
UP000107140	40054	10
UP000107153	203172	261
UP000107193	743300	2
UP000107383	1193422	34
UP000107417	1788455	3
UP000107449	1802938	6
UP000107696	1379709	3
UP000107872	1985402	3
UP000108423	742922	2
UP000108467	1379692	4
UP000108481	1788435	27
UP000108794	2050586	2
UP000109070	1027632	3
UP000109192	332179	36
UP000109362	1608060	3
UP000109557	1027468	5
UP000109622	666962	6
UP000109712	1676184	3
UP000109731	10385	78
UP000109780	2170200	5
UP000109876	1578134	6
UP000110027	2169918	6
UP000110521	878329	37
UP000110594	10325	72
UP000110876	1670973	3
UP000110943	1618236	2
UP000111010	1985398	3
UP000111166	2065053	4
UP000111222	206161	4
UP000111407	432261	4
UP000111493	10255	206
UP000111607	742923	2
UP000111976	195060	7
UP000112020	1692252	2
UP000112030	1795998	3
UP000112218	862909	5
UP000112478	1552409	6
UP000112673	1618257	2
UP000112894	995022	32
UP000113129	1692107	10
UP000113176	1618233	2
UP000113296	2065055	4
UP000113390	2038728	2
UP000113480	1552661	7
UP000113604	2035998	5
UP000113864	1504569	8
UP000113968	50290	146
UP000114294	10942	12
UP000114391	687373	3
UP000114428	687375	2
UP000114496	1634488	2
UP000114561	40058	11
UP000114748	1802946	6
UP000114860	500654	3
UP000114976	1654930	81
UP000115090	1692253	2
UP000115125	307164	4
UP000115299	10521	32
UP000115416	742917	2
UP000115425	28344	9
UP000115631	1673633	4
UP000115668	1985399	3
UP000115720	1272961	7
UP000115749	413259	32
UP000116078	159151	4
UP000116093	2065050	4
UP000116133	1221391	7
UP000116215	1277649	5
UP000116231	943083	30
UP000116555	50292	177
UP000116944	2848418	4
UP000116972	1572239	2
UP000117069	400121	3
UP000117147	1618240	2
UP000117502	1807808	5
UP000117503	1788447	5
UP000117676	118655	4
UP000117716	1972683	6
UP000117936	1985397	3
UP000118000	687379	4
UP000118161	1289939	10
UP000118164	1608323	5
UP000118240	1236392	4
UP000118285	10527	39
UP000118400	1788444	3
UP000118514	75888	11
UP000118530	1692249	2
UP000119000	644609	6
UP000119142	1391029	2
UP000119412	746830	5
UP000119470	318279	6
UP000119730	40057	11
UP000119949	742921	2
UP000120055	52275	36
UP000120119	1985413	2
UP000120250	1379717	2
UP000120459	1514665	2
UP000121022	1788441	3
UP000121220	1272943	9
UP000121340	1985387	2
UP000121369	204269	11
UP000121539	1504288	79
UP000121557	1506569	2
UP000121784	39444	170
UP000121920	3123084	35
UP000121975	1391038	2
UP000122426	1823757	14
UP000122874	175567	32
UP000123326	1105383	5
UP000123475	1348439	5
UP000123602	201490	10
UP000123729	1415627	3
UP000123759	3052549	3
UP000123778	1234880	2
UP000123930	1072162	2
UP000124141	35316	4
UP000124769	192199	4
UP000124824	590647	8
UP000124852	2849477	5
UP000125052	1546177	13
UP000125071	209854	7
UP000125118	1525173	4
UP000125377	1795990	3
UP000125413	694015	14
UP000125481	490111	7
UP000125522	273352	3
UP000125623	1788454	2
UP000125737	1985395	3
UP000125865	1623684	4
UP000125898	1692255	2
UP000125922	28876	12
UP000126444	1707330	3
UP000126493	1611837	5
UP000126644	1699094	2
UP000127069	10353	69
UP000127353	1399914	5
UP000127453	2169894	5
UP000127637	1261657	137
UP000127963	1985427	3
UP000128123	1985390	2
UP000128164	2065051	4
UP000128218	45370	27
UP000128286	1391026	2
UP000128324	563775	6
UP000128839	1221637	4
UP000129190	1618249	2
UP000129398	1788439	5
UP000129765	38416	36
UP000130164	490110	8
UP000130271	1618247	2
UP000130322	348296	3
UP000130460	33748	3
UP000130855	685443	6
UP000131018	1561705	5
UP000131023	1634476	2
UP000131097	1618239	2
UP000131223	1985391	2
UP000131472	1885928	9
UP000131738	1795994	3
UP000131827	1474807	9
UP000132218	1788446	3
UP000132362	318835	9
UP000132454	46221	2
UP000132615	696069	30
UP000132617	348823	6
UP000132721	1159904	8
UP000132920	93465	1
UP000133082	1788445	4
UP000133488	687374	3
UP000133496	874272	34
UP000133543	1128073	2
UP000133552	1272949	11
UP000133659	36353	65
UP000133700	1985403	3
UP000133898	1453408	5
UP000134187	660955	3
UP000134313	1605972	82
UP000134372	111469	82
UP000134428	1819306	4
UP000134478	1272959	7
UP000134533	1788443	3
UP000134640	1692261	2
UP000134836	46916	31
UP000134884	485241	7
UP000135107	3052559	9
UP000135812	104388	74
UP000135983	687387	2
UP000136088	1634381	7
UP000136128	1618243	2
UP000136133	936308	5
UP000136187	273355	3
UP000136225	1538456	3
UP000136399	931972	27
UP000136417	1379695	2
UP000136421	1230253	3
UP000136942	1460451	4
UP000136988	2004965	2
UP000137020	1574361	2
UP000137123	1634487	2
UP000137490	1506568	2
UP000137862	1692247	2
UP000138111	170325	72
UP000138147	1379724	4
UP000138572	2050925	2
UP000138996	195059	6
UP000139093	1618234	2
UP000139113	1803034	5
UP000139255	1891751	6
UP000139264	2065052	4
UP000139373	1608083	3
UP000139471	1543245	4
UP000139570	28871	220
UP000139905	1788452	3
UP000140123	1569258	8
UP000140289	10386	75
UP000140360	1891761	5
UP000140422	10510	28
UP000140739	687354	2
UP000140929	1535291	2
UP000141023	1471047	3
UP000141160	2065054	4
UP000141413	1272947	11
UP000141790	324685	3
UP000141842	573199	28
UP000142172	1618255	2
UP000142322	1379714	3
UP000142477	336486	170
UP000142668	693015	4
UP000142997	1159906	8
UP000143088	1965064	10
UP000143187	1219896	5
UP000143247	1585246	6
UP000143664	172864	14
UP000143817	742915	2
UP000144034	1853202	10
UP000144037	1620892	6
UP000144236	1159902	9
UP000144241	687355	2
UP000144311	240426	141
UP000144590	10320	71
UP000144687	1608047	3
UP000144818	1272958	8
UP000144831	1618260	2
UP000144843	2170205	5
UP000145072	1308859	6
UP000145486	1537975	7
UP000145727	380435	11
UP000145747	471285	6
UP000145802	1497391	6
UP000145959	1618235	2
UP000145988	485242	7
UP000146163	45029	9
UP000146235	40050	10
UP000146258	742916	2
UP000146330	31612	9
UP000146376	1002359	6
UP000146613	411854	13
UP000146808	1435294	10
UP000146944	764599	9
UP000147262	687380	4
UP000147426	1618238	2
UP000147555	1618241	2
UP000147559	1457166	3
UP000147721	228277	3
UP000147829	1680894	13
UP000148232	322067	11
UP000148310	687353	2
UP000148566	519376	9
UP000148789	980635	4
UP000148838	1105386	3
UP000148852	1459044	5
UP000149016	10334	74
UP000149126	1379722	2
UP000149132	1588764	2
UP000149296	1618248	2
UP000149345	1272942	9
UP000149858	1170506	10
UP000150102	1623687	4
UP000150202	1678234	3
UP000150214	1408137	10
UP000150235	1972569	5
UP000150882	35334	10
UP000151067	2849508	5
UP000151502	1379711	5
UP000151607	1535290	3
UP000151881	1618244	2
UP000151918	1508712	4
UP000152383	47680	6
UP000152557	999729	3
UP000152684	1658615	15
UP000152762	10398	74
UP000152857	687372	2
UP000152966	11587	4
UP000153330	1195087	6
UP000153343	1795999	3
UP000153605	120499	8
UP000153654	2758133	4
UP000153665	1868218	2
UP000153683	1105384	4
UP000154120	1788449	3
UP000154153	40062	10
UP000154225	2170201	5
UP000154291	2035845	5
UP000154329	1690672	3
UP000154509	1972623	15
UP000154597	114429	11
UP000154645	1972567	5
UP000154838	11287	6
UP000154903	493803	4
UP000155130	687376	2
UP000155591	2170103	4
UP000155737	1788436	33
UP000156487	1881951	6
UP000156526	1531284	4
UP000156693	2004966	1
UP000156881	1891736	6
UP000156919	998864	7
UP000157177	687370	3
UP000157474	1211480	6
UP000157582	11660	5
UP000157603	759753	120
UP000157800	1234883	2
UP000158017	1303334	5
UP000158035	1506573	2
UP000158059	1699316	1
UP000158189	70566	3
UP000158204	1117633	11
UP000158370	1479613	6
UP000158532	1692250	2
UP000158564	687371	3
UP000158635	10376	72
UP000158662	1618245	2
UP000158680	69156	166
UP000159358	36348	69
UP000159498	207343	5
UP000160503	1491491	7
UP000160537	1634484	2
UP000160798	128987	11
UP000160808	1985392	3
UP000160822	1618250	2
UP000161081	1408257	33
UP000161175	1692246	2
UP000161274	1454033	4
UP000161625	1692243	1
UP000161882	221703	5
UP000161901	1463817	12
UP000162001	1006584	4
UP000162045	1034793	3
UP000162179	2065047	4
UP000162613	2698728	30
UP000162740	415382	4
UP000162892	1520002	23
UP000162899	80941	4
UP000163039	1692258	2
UP000163303	208491	6
UP000163324	1002360	6
UP000163738	943908	5
UP000163741	1802949	6
UP000163854	318836	11
UP000163971	130329	29
UP000164199	200403	11
UP000164342	1985699	10
UP000164617	40270	7
UP000164653	1076255	184
UP000164947	68887	4
UP000164976	1234881	3
UP000165262	1168547	2
UP000165507	1737523	5
UP000165522	10345	71
UP000165562	1379725	3
UP000165652	1590650	5
UP000165934	1642515	4
UP000166181	194540	3
UP000166209	200402	10
UP000166529	1795983	2
UP000166646	603003	3
UP000167073	481315	79
UP000167086	183407	12
UP000167233	1611039	2
UP000167590	1159908	10
UP000167719	1158190	7
UP000167793	10524	32
UP000168127	318834	10
UP000168191	1985401	3
UP000168761	1678145	4
UP000168861	1985400	3
UP000168915	28280	30
UP000169135	318843	8
UP000169232	1692244	2
UP000169453	1170505	10
UP000169518	932699	6
UP000169682	1972570	5
UP000169930	1574422	2
UP000169999	1380894	2
UP000170148	1203539	5
UP000170197	1379719	3
UP000170243	1574362	2
UP000170423	1379708	3
UP000170840	1379718	3
UP000170849	687365	3
UP000171028	1520935	2
UP000171487	715223	6
UP000171554	35313	4
UP000171565	1965063	13
UP000171571	11048	6
UP000171619	1379707	2
UP000171832	1173709	2
UP000172221	1272960	11
UP000172234	2849730	12
UP000172453	1673638	2
UP000172761	687346	3
UP000172856	1416745	4
UP000173083	586029	38
UP000173328	1788434	28
UP000173842	1788438	3
UP000173892	1618237	2
UP000173965	1343901	68
UP000174178	1692260	2
UP000174232	2169919	4
UP000175124	2847851	2
UP000175168	37108	87
UP000179300	2065049	4
UP000181617	1618189	6
UP000189773	2848094	3
UP000201042	1923108	1
UP000201046	1685732	1
UP000201049	1454028	2
UP000201056	1608104	6
UP000201060	1923456	2
UP000201061	1922722	3
UP000201072	1685746	2
UP000201082	1906317	6
UP000201088	1923104	2
UP000201089	1922822	3
UP000201092	1923759	1
UP000201094	1922655	4
UP000201096	1923530	2
UP000201103	2016459	2
UP000201118	1561150	4
UP000201119	1922823	2
UP000201121	1923296	2
UP000201123	463392	2
UP000201128	1923738	3
UP000201132	1112202	1
UP000201133	1923011	2
UP000201136	1978920	7
UP000201138	1746057	1
UP000201139	1922493	1
UP000201141	1569053	6
UP000201142	1765754	2
UP000201143	652718	6
UP000201146	1923658	2
UP000201151	1922559	2
UP000201153	1770613	2
UP000201166	1923345	2
UP000201167	264076	8
UP000201170	1825924	6
UP000201174	1922811	3
UP000201177	194445	7
UP000201180	1923191	3
UP000201181	1923235	2
UP000201184	1923369	2
UP000201186	1608063	4
UP000201192	1923258	2
UP000201193	640897	3
UP000201197	1923271	2
UP000201198	1592091	2
UP000201200	1923619	2
UP000201208	12194	5
UP000201213	1985411	3
UP000201218	1923368	2
UP000201219	1608533	2
UP000201222	1922688	2
UP000201223	1923565	2
UP000201226	1922657	1
UP000201229	1923617	2
UP000201234	1923400	1
UP000201236	1923232	2
UP000201237	1923199	2
UP000201238	1923481	3
UP000201240	1926501	4
UP000201244	1093773	6
UP000201247	3052314	4
UP000201249	1923002	3
UP000201251	1647374	46
UP000201257	12294	7
UP000201259	1923626	2
UP000201260	1133751	4
UP000201264	378833	4
UP000201267	1926997	1
UP000201270	1758139	7
UP000201271	35593	4
UP000201278	1922487	2
UP000201281	674954	2
UP000201286	1922893	1
UP000201287	229030	4
UP000201294	1923222	2
UP000201295	1922666	1
UP000201296	349681	2
UP000201297	1922721	2
UP000201310	98383	120
UP000201312	1206313	4
UP000201316	1985373	2
UP000201320	1922810	3
UP000201325	1923356	1
UP000201332	45224	5
UP000201334	204928	5
UP000201338	1923680	2
UP000201340	1980633	6
UP000201342	1923236	3
UP000201349	165250	5
UP000201353	1923228	2
UP000201356	1926998	3
UP000201357	1055750	4
UP000201359	1923422	1
UP000201363	226613	11
UP000201365	1778560	2
UP000201368	1123754	4
UP000201370	1592083	2
UP000201373	1735591	47
UP000201379	1923383	2
UP000201380	1923205	3
UP000201383	1923373	1
UP000201390	1291515	4
UP000201395	1922728	4
UP000201397	1923723	3
UP000201399	1923558	2
UP000201400	1923270	2
UP000201402	1922547	3
UP000201410	1129034	5
UP000201414	1923464	4
UP000201417	1922884	3
UP000201418	2012619	10
UP000201419	79236	8
UP000201425	939923	2
UP000201426	1685780	2
UP000201427	1778558	2
UP000201428	549205	3
UP000201429	642255	2
UP000201431	1177630	6
UP000201433	85454	5
UP000201435	1923628	2
UP000201436	1685781	2
UP000201441	1922662	1
UP000201446	1923452	2
UP000201447	191289	3
UP000201452	1923324	2
UP000201453	1986505	29
UP000201454	1923446	2
UP000201456	1923676	3
UP000201457	1922725	3
UP000201462	1985968	6
UP000201463	1922591	2
UP000201464	67761	6
UP000201468	1746060	1
UP000201469	1923322	3
UP000201471	1282444	2
UP000201488	1923282	3
UP000201489	1381007	6
UP000201490	132477	7
UP000201492	1923659	3
UP000201493	1923340	3
UP000201495	1938656	3
UP000201497	1941239	3
UP000201502	1923094	2
UP000201505	2773314	29
UP000201507	2560349	3
UP000201509	1608110	6
UP000201510	524023	4
UP000201513	282786	2
UP000201516	1170425	3
UP000201518	1922933	2
UP000201521	45455	80
UP000201527	1746070	6
UP000201531	1521390	3
UP000201535	317027	5
UP000201536	1923372	2
UP000201537	1923163	2
UP000201538	1985418	3
UP000201540	1922804	3
UP000201544	1923672	2
UP000201546	1923425	4
UP000201549	1569055	6
UP000201551	1922588	2
UP000201553	1923218	2
UP000201564	1923662	2
UP000201567	1926502	4
UP000201574	1163537	2
UP000201575	1592098	3
UP000201577	1701405	1
UP000201582	1922365	6
UP000201585	1922557	2
UP000201586	1922483	1
UP000201591	1088890	2
UP000201592	1922716	3
UP000201595	1685783	2
UP000201597	152217	2
UP000201598	1930298	2
UP000201599	1608440	2
UP000201603	2170000	28
UP000201604	1923492	3
UP000201608	1306546	7
UP000201618	1608119	5
UP000201619	1527523	4
UP000201629	1922723	2
UP000201637	526476	9
UP000201644	1922548	2
UP000201645	335187	4
UP000201653	1923289	3
UP000201657	1922873	3
UP000201659	356862	10
UP000201669	1685779	2
UP000201671	1923692	3
UP000201672	1923600	1
UP000201673	1907767	35
UP000201678	1922624	2
UP000201679	1608112	5
UP000201683	185218	5
UP000201684	1755785	2
UP000201686	1923274	2
UP000201690	12042	6
UP000201691	1922680	3
UP000201694	642256	2
UP000201696	1923093	2
UP000201701	1923135	1
UP000201713	2016426	6
UP000201714	1923158	3
UP000201716	1923394	3
UP000201717	1383052	7
UP000201718	1923389	2
UP000201719	1856030	2
UP000201722	1923110	1
UP000201730	1608048	4
UP000201739	1631303	5
UP000201742	1922868	5
UP000201746	1592100	2
UP000201748	1923691	2
UP000201752	1923561	3
UP000201758	1923708	3
UP000201759	1746069	1
UP000201760	1778559	2
UP000201761	1922566	2
UP000201762	1923746	3
UP000201763	73497	2
UP000201764	1923604	2
UP000201765	1923674	2
UP000201766	1904411	6
UP000201774	1922993	2
UP000201776	1592103	2
UP000201780	233051	4
UP000201781	1432563	5
UP000201782	1608075	3
UP000201787	157270	3
UP000201788	1608065	3
UP000201790	253702	5
UP000201792	1923555	2
UP000201799	1923442	2
UP000201803	1923294	3
UP000201804	2010248	3
UP000201805	1685773	2
UP000201807	1922703	2
UP000201814	1923633	1
UP000201815	1923599	2
UP000201817	1922530	1
UP000201827	1923421	1
UP000201828	666859	6
UP000201831	1922772	5
UP000201832	172220	8
UP000201836	1872710	5
UP000201841	1922836	1
UP000201843	1923642	1
UP000201845	1923742	2
UP000201848	1922792	2
UP000201852	1923685	1
UP000201856	1923479	5
UP000201860	1922697	3
UP000201862	2848082	34
UP000201865	1034377	5
UP000201866	1867943	3
UP000201868	1904410	6
UP000201869	1923605	2
UP000201870	1923484	3
UP000201876	1849537	2
UP000201887	1922779	1
UP000201890	1922651	3
UP000201891	1923731	2
UP000201893	1922527	2
UP000201895	1955175	1
UP000201897	1923143	1
UP000201899	12458	6
UP000201903	909206	8
UP000201908	1353795	2
UP000201910	1381104	3
UP000201916	1922362	1
UP000201922	1871153	1
UP000201924	1923286	3
UP000201927	1922691	2
UP000201930	260377	6
UP000201935	12182	6
UP000201937	1923740	3
UP000201941	1922695	2
UP000201948	1923125	1
UP000201949	1922637	2
UP000201961	1922937	4
UP000201964	1432565	6
UP000201965	1685749	2
UP000201973	83839	6
UP000201976	1592104	2
UP000201981	1592088	2
UP000201993	1923404	2
UP000201994	1922689	2
UP000201995	1978413	4
UP000202001	1608111	6
UP000202002	1714367	2
UP000202019	1923618	2
UP000202020	1522179	2
UP000202021	1859161	2
UP000202024	40067	12
UP000202025	1777016	2
UP000202028	1922706	2
UP000202034	1922879	2
UP000202035	1922720	2
UP000202040	1923255	4
UP000202042	1685771	2
UP000202044	1923695	1
UP000202047	1923463	3
UP000202048	1923474	2
UP000202053	1923241	2
UP000202054	199361	5
UP000202057	1922895	3
UP000202058	1923130	1
UP000202063	1922541	2
UP000202066	1922492	2
UP000202072	1809767	6
UP000202082	1685774	2
UP000202084	1923380	3
UP000202090	1955198	1
UP000202098	1922609	2
UP000202106	1922894	3
UP000202109	1923233	2
UP000202116	1923225	3
UP000202121	1923257	2
UP000202122	1922656	4
UP000202123	1922816	2
UP000202125	1046403	6
UP000202126	1923467	1
UP000202132	33760	4
UP000202134	1923760	3
UP000202135	1925153	6
UP000202140	1922667	2
UP000202141	1923152	3
UP000202142	1922654	3
UP000202147	1923210	2
UP000202155	1913125	7
UP000202159	944580	5
UP000202163	642251	3
UP000202165	1923288	3
UP000202169	1922366	4
UP000202171	1685750	2
UP000202177	1923541	2
UP000202178	1923336	4
UP000202184	1923634	1
UP000202186	66200	6
UP000202191	1476909	3
UP000202197	1923757	4
UP000202199	1922824	1
UP000202200	1923160	3
UP000202202	1425362	3
UP000202207	1922857	3
UP000202208	1922767	2
UP000202212	935473	8
UP000202213	47900	6
UP000202215	1922534	1
UP000202218	1923543	2
UP000202226	1979541	4
UP000202229	1922561	2
UP000202237	1922433	4
UP000202239	1923661	5
UP000202245	1922896	3
UP000202247	1923204	2
UP000202257	1922867	5
UP000202262	1923136	1
UP000202263	1923331	6
UP000202264	1922737	2
UP000202267	1922870	2
UP000202270	262957	4
UP000202273	1922972	1
UP000202274	1922629	2
UP000202277	112229	5
UP000202281	1923095	2
