organism_id	fraction_disorder_per_protein	fraction_disorder_total_proteome
UP000203710	0.22431	0.13228
UP000203714	0.06271	0.06271
UP000203715	0.12112	0.10996
UP000203717	0.05743	0.05098
UP000203721	0.03717	0.04237
UP000203723	0.43495	0.34168
UP000203729	0.16923	0.17005
UP000203732	0.07777	0.06899
UP000203733	0.21266	0.17669
UP000203739	0.11592	0.1147
UP000203742	0.23347	0.15868
UP000203746	0.08154	0.08154
UP000203757	0.17643	0.17413
UP000203760	0.1439	0.06004
UP000203763	0.03245	0.03245
UP000203768	0.22318	0.18805
UP000203777	0.15716	0.10731
UP000203782	0.16128	0.12764
UP000203783	0.0812	0.05496
UP000203784	0.43886	0.36838
UP000203787	0.03345	0.02785
UP000203788	0.14677	0.12646
UP000203790	0.13918	0.12368
UP000203794	0.13977	0.10175
UP000203798	0.22338	0.22338
UP000203809	0.08258	0.05974
UP000203816	0.05176	0.04061
UP000203821	0.19363	0.09552
UP000203822	0.1753	0.15162
UP000203825	0.06865	0.06539
UP000203826	0.22445	0.17084
UP000203828	0.27352	0.21834
UP000203832	0.12356	0.06413
UP000203837	0.07698	0.16407
UP000203846	0.16323	0.12534
UP000203853	0.22401	0.14066
UP000203864	0.17496	0.10725
UP000203869	0.0	0.0
UP000203872	0.12888	0.06967
UP000203876	0.06084	0.06084
UP000203877	0.0	0.0
UP000203878	0.0	0.0
UP000203879	0.1046	0.14924
UP000203884	0.20304	0.15053
UP000203886	0.23741	0.18081
UP000203898	0.09154	0.06804
UP000203918	0.09961	0.05417
UP000203921	0.09152	0.09844
UP000203926	0.0	0.0
UP000203929	0.11147	0.08513
UP000203932	0.13739	0.0831
UP000203938	0.2462	0.22247
UP000203948	0.17651	0.09444
UP000203955	0.15022	0.08391
UP000203967	0.04187	0.0529
UP000203970	0.22549	0.22549
UP000203974	0.08399	0.07619
UP000203975	0.37462	0.29051
UP000203979	0.14634	0.15111
UP000203985	0.16725	0.20581
UP000203986	0.06679	0.05884
UP000203989	0.10523	0.07005
UP000203990	0.09689	0.06064
UP000203992	0.04484	0.06024
UP000203996	0.21722	0.1801
UP000203997	0.21878	0.1623
UP000204002	0.09197	0.06985
UP000204009	0.09291	0.07513
UP000204019	0.19988	0.38989
UP000204021	0.25021	0.13952
UP000204025	0.2577	0.18025
UP000204031	0.07478	0.08237
UP000204032	0.1931	0.1351
UP000204046	0.2103	0.16788
UP000204048	0.06797	0.06484
UP000204049	0.28109	0.16897
UP000204054	0.18961	0.17085
UP000204057	0.16726	0.07415
UP000204064	0.07334	0.08741
UP000204068	0.15549	0.20648
UP000204079	0.06293	0.06412
UP000204080	0.10661	0.13785
UP000204083	0.2226	0.16397
UP000204085	0.108	0.1023
UP000204087	0.0982	0.0617
UP000204088	0.17476	0.15788
UP000204089	0.13589	0.12241
UP000204094	0.28016	0.2397
UP000204095	0.45033	0.29646
UP000204101	0.04269	0.04269
UP000204112	0.16171	0.17037
UP000204114	0.38691	0.25571
UP000204120	0.17055	0.15316
UP000204134	0.02332	0.02332
UP000204139	0.50961	0.32146
UP000204140	0.05869	0.05777
UP000204143	0.34022	0.26429
UP000204156	0.14544	0.13516
UP000204157	0.14832	0.13866
UP000204159	0.12671	0.07211
UP000204162	0.31927	0.23007
UP000204164	0.25447	0.2406
UP000204165	0.0	0.0
UP000204170	0.15677	0.09804
UP000204171	0.11188	0.07754
UP000204177	0.22382	0.20327
UP000204182	0.12301	0.07364
UP000204185	0.19784	0.1822
UP000204186	0.16683	0.07587
UP000204189	0.26353	0.17123
UP000204195	0.07672	0.04704
UP000204198	0.12137	0.20016
UP000204213	0.09174	0.10079
UP000204215	0.26028	0.21731
UP000204222	1.0	1.0
UP000204224	0.08558	0.06669
UP000204226	0.358	0.16236
UP000204227	0.15925	0.12307
UP000204231	0.2003	0.16781
UP000204235	0.08105	0.06987
UP000204236	0.08636	0.08054
UP000204242	0.3997	0.31527
UP000204250	0.24698	0.16339
UP000204251	0.17456	0.14299
UP000204252	0.1178	0.10371
UP000204254	0.04651	0.03491
UP000204260	0.07084	0.08299
UP000204275	0.11495	0.09524
UP000204277	0.14748	0.08523
UP000204280	0.0642	0.051
UP000204285	0.10462	0.06244
UP000204288	0.08852	0.11993
UP000204293	0.13381	0.10663
UP000204294	0.13142	0.11943
UP000204301	0.18091	0.14233
UP000204304	0.16137	0.08855
UP000204306	0.1139	0.11523
UP000204310	0.20955	0.2322
UP000204318	0.08917	0.05754
UP000204321	0.40937	0.25958
UP000204323	0.09698	0.08745
UP000204330	0.25867	0.19907
UP000204331	0.21273	0.21154
UP000204333	0.17231	0.13335
UP000204343	0.08782	0.10114
UP000204347	0.17096	0.06635
UP000204352	0.13248	0.13766
UP000204354	0.13843	0.11014
UP000204363	0.10436	0.08215
UP000204364	0.19049	0.11267
UP000204382	0.25792	0.21293
UP000204385	0.29547	0.26896
UP000204388	0.12207	0.14442
UP000204392	0.1558	0.15449
UP000204402	0.12403	0.12403
UP000204403	0.16179	0.13632
UP000204408	0.50291	0.50291
UP000204411	0.13381	0.13241
UP000204413	0.23718	0.23718
UP000204414	0.12656	0.1916
UP000204415	0.08604	0.06239
UP000204418	0.16988	0.1281
UP000204422	0.15724	0.10734
UP000204429	0.07148	0.11275
UP000204430	0.12843	0.07314
UP000204437	0.05642	0.06416
UP000204438	0.28009	0.28769
UP000204439	0.01928	0.01928
UP000204441	0.09497	0.05725
UP000204449	0.1434	0.20427
UP000204451	0.17811	0.1567
UP000204453	0.20368	0.20368
UP000204455	0.10027	0.05872
UP000204458	0.16837	0.19087
UP000204463	0.12546	0.08119
UP000204468	0.11111	0.11085
UP000204470	0.15449	0.1155
UP000204473	0.52421	0.24464
UP000204474	0.12729	0.12729
UP000204476	0.25459	0.21391
UP000204497	0.17328	0.15712
UP000204502	0.08022	0.07308
UP000204503	0.02982	0.02584
UP000204506	0.1219	0.061
UP000204512	0.16288	0.16288
UP000204513	0.11482	0.0937
UP000204514	0.07394	0.06268
UP000204516	0.19498	0.19522
UP000204521	0.0	0.0
UP000204523	0.38237	0.07541
UP000204527	0.10248	0.11496
UP000204537	0.16087	0.107
UP000204540	0.17826	0.17826
UP000204544	0.51842	0.51842
UP000204546	0.13069	0.11102
UP000204552	0.05828	0.05497
UP000204566	0.13839	0.12631
UP000204567	0.08789	0.10022
UP000204580	0.10983	0.09332
UP000204584	0.27625	0.23114
UP000204592	0.06759	0.0617
UP000204596	0.10288	0.04566
UP000204599	0.19061	0.19717
UP000204602	0.08912	0.0851
UP000204605	0.13136	0.20017
UP000204609	0.1306	0.13494
UP000204622	0.0	0.0
UP000204630	0.05858	0.03161
UP000204631	0.02617	0.02617
UP000204637	0.34082	0.05469
UP000204644	0.14248	0.11786
UP000204645	0.08422	0.08422
UP000204653	0.0	0.0
UP000204657	0.07023	0.04693
UP000204658	0.17455	0.15364
UP000204660	0.06337	0.06337
UP000204663	0.16236	0.14007
UP000204666	0.15042	0.11293
UP000204667	0.23684	0.1732
UP000204668	0.14225	0.12019
UP000204677	0.12624	0.07823
UP000207581	0.51237	0.38356
UP000207585	0.0	0.0
UP000207588	0.30194	0.30194
UP000207593	0.14176	0.14155
UP000207599	0.0	0.0
UP000207602	0.15728	0.12079
UP000207605	0.25033	0.15076
UP000207608	0.24383	0.11921
UP000207618	0.12471	0.12084
UP000207621	0.08585	0.07516
UP000207629	0.12742	0.12742
UP000207636	0.0	0.0
UP000207642	0.05602	0.05796
UP000207644	0.21226	0.17676
UP000207646	0.16265	0.16265
UP000207656	0.35861	0.27772
UP000207657	0.18637	0.10959
UP000207658	0.09978	0.07239
UP000207660	0.18309	0.25605
UP000207662	0.22432	0.19047
UP000207663	0.0	0.0
UP000207665	0.25026	0.19162
UP000207673	0.15959	0.14913
UP000207674	0.13378	0.15175
UP000207675	0.13017	0.12144
UP000207678	0.16886	0.08288
UP000207679	0.16597	0.09586
UP000207683	0.07567	0.07264
UP000207737	0.09366	0.05803
UP000207740	0.05958	0.0271
UP000207741	0.13371	0.10029
UP000207742	0.2537	0.21146
UP000207752	0.0	0.0
UP000207756	0.37089	0.37089
UP000207763	0.185	0.15297
UP000207764	0.19539	0.18911
UP000208062	0.43624	0.39952
UP000208075	0.17647	0.17647
UP000208092	0.08986	0.10147
UP000208098	0.13233	0.07333
UP000208099	0.11008	0.15659
UP000208104	0.09945	0.05965
UP000208111	0.08721	0.08721
UP000208112	0.24681	0.24681
UP000211162	0.56369	0.35681
UP000211163	0.16106	0.1899
UP000214340	0.2127	0.22298
UP000214343	0.24469	0.28699
UP000214344	0.16624	0.15914
UP000214345	0.15481	0.07522
UP000214346	0.26783	0.26531
UP000214347	0.4	0.31027
UP000214348	0.37461	0.30238
UP000214352	0.27093	0.31165
UP000214353	0.19877	0.16899
UP000214354	0.29327	0.31245
UP000214356	0.3535	0.21053
UP000214357	0.2523	0.28422
UP000214361	0.25129	0.23878
UP000214362	0.40898	0.32124
UP000214363	0.26704	0.22365
UP000214366	0.152	0.129
UP000214369	0.3018	0.24167
UP000214371	0.16928	0.15768
UP000214372	0.17903	0.16505
UP000214374	0.30627	0.2368
UP000214376	0.33102	0.37069
UP000214715	0.57421	0.25311
UP000217264	0.13868	0.13273
UP000217267	0.08578	0.07626
UP000217296	0.13149	0.08524
UP000217298	0.14908	0.22169
UP000217328	0.0	0.0
UP000217332	0.02149	0.006
UP000217338	0.06774	0.14291
UP000217341	0.23366	0.17428
UP000217816	0.18851	0.08873
UP000217939	0.11708	0.12294
UP000221124	0.07426	0.04435
UP000221139	0.14087	0.09384
UP000221146	0.02805	0.03693
UP000221180	0.07242	0.03276
UP000221202	0.20062	0.16387
UP000221216	0.1264	0.07071
UP000221227	0.22722	0.14885
UP000221233	0.04653	0.02743
UP000221243	0.06963	0.04891
UP000221246	0.13602	0.0671
UP000221247	0.19042	0.15148
UP000221249	0.15699	0.14033
UP000221250	0.1336	0.1178
UP000221254	0.1374	0.08844
UP000221262	0.11822	0.08344
UP000221275	0.36345	0.2777
UP000221286	0.04149	0.05189
UP000221303	0.20906	0.16266
UP000221315	0.19622	0.15032
UP000221316	0.07359	0.04597
UP000221325	0.10156	0.08211
UP000221326	0.04731	0.04533
UP000221335	0.12216	0.08817
UP000221339	0.10024	0.07097
UP000221357	0.22063	0.17111
UP000221359	0.18474	0.17338
UP000221402	0.05514	0.05705
UP000221408	0.08832	0.06865
UP000221412	0.11202	0.12654
UP000221453	0.05894	0.05146
UP000221468	0.04008	0.03141
UP000221494	0.07511	0.12104
UP000221505	0.12321	0.12881
UP000221506	0.07091	0.05329
UP000221507	0.09427	0.05972
UP000221522	0.07763	0.07161
UP000221552	0.1644	0.13927
UP000221573	0.23304	0.2101
UP000221594	0.19026	0.17255
UP000221605	0.06059	0.04601
UP000221609	0.17942	0.10538
UP000221613	0.10143	0.05826
UP000221619	0.06538	0.04074
UP000221632	0.18666	0.16163
UP000221639	0.25597	0.09336
UP000221640	0.15067	0.11603
UP000221647	0.22726	0.25313
UP000221658	0.04102	0.05774
UP000221706	0.24008	0.17975
UP000221715	0.18087	0.18523
UP000221737	0.07523	0.05372
UP000221746	0.12344	0.12456
UP000221751	0.18321	0.18265
UP000221761	0.14901	0.11008
UP000221777	0.11272	0.10185
UP000221790	0.20317	0.13228
UP000221795	0.09754	0.09233
UP000221813	0.16176	0.09723
UP000221837	0.0853	0.06809
UP000221845	0.10982	0.15011
UP000221849	0.13919	0.0843
UP000221855	0.14319	0.06829
UP000221871	0.08905	0.05262
UP000221883	0.20911	0.089
UP000221937	0.10455	0.11621
UP000221958	0.1446	0.10923
UP000221965	0.13005	0.08705
UP000221987	0.31254	0.17464
UP000221999	0.12234	0.098
UP000222004	0.10836	0.06903
UP000222016	0.08359	0.0816
UP000222030	0.08835	0.06623
UP000222047	0.11415	0.11798
UP000222050	0.13958	0.11584
UP000222059	0.07573	0.07704
UP000222061	0.08109	0.05645
UP000222145	0.07699	0.06078
UP000222151	0.18706	0.11668
UP000222156	0.13689	0.08555
UP000222158	0.12042	0.08121
UP000222160	0.05173	0.03756
UP000222162	0.09821	0.07182
UP000222165	0.08534	0.06229
UP000222179	0.07999	0.05833
UP000222183	0.07688	0.11699
UP000222193	0.05703	0.04693
UP000222204	0.15733	0.10287
UP000222218	0.18045	0.14324
UP000222221	0.0746	0.09572
UP000222236	0.27474	0.22655
UP000222249	0.24187	0.15721
UP000222251	0.15401	0.09116
UP000222252	0.12275	0.07286
UP000222256	0.06875	0.05172
UP000222263	0.18385	0.13225
UP000222265	0.11627	0.07262
UP000222283	0.13801	0.10215
UP000222295	0.15798	0.24948
UP000222301	0.13536	0.05437
UP000222305	0.20624	0.13484
UP000222314	0.15485	0.1207
UP000222319	0.02727	0.03086
UP000222336	0.16114	0.12467
UP000222360	0.18638	0.09422
UP000222381	0.10935	0.07505
UP000222383	0.0837	0.0543
UP000222402	0.0307	0.0291
UP000222417	0.06219	0.04715
UP000222432	0.08717	0.057
UP000222445	0.08783	0.07244
UP000222446	0.0694	0.07898
UP000222471	0.08136	0.05661
UP000222504	0.07797	0.06616
UP000222511	0.13937	0.11803
UP000222527	0.16199	0.09814
UP000222533	0.16106	0.12956
UP000222540	0.14221	0.0958
UP000222552	0.17051	0.10544
UP000222555	0.21221	0.17161
UP000222556	0.09704	0.06812
UP000222566	0.21203	0.10671
UP000222578	0.21701	0.16376
UP000222594	0.09655	0.08023
UP000222598	0.22352	0.16342
UP000222601	0.11161	0.05881
UP000222611	0.0923	0.06247
UP000222614	0.20301	0.16484
UP000222618	0.11696	0.08941
UP000222619	0.2712	0.23669
UP000222626	0.19648	0.11828
UP000222639	0.10798	0.05933
UP000222646	0.13552	0.09619
UP000222649	0.14441	0.14507
UP000222678	0.0925	0.13332
UP000222681	0.09112	0.0766
UP000222701	0.09586	0.10361
UP000222754	0.11756	0.06947
UP000222764	0.1434	0.09598
UP000222797	0.16979	0.08304
UP000222802	0.19635	0.14054
UP000222804	0.11138	0.08813
UP000222808	0.07713	0.0703
UP000222831	0.10669	0.09092
UP000222836	0.07802	0.06216
UP000222846	0.14048	0.13408
UP000222865	0.15963	0.07727
UP000222868	0.10228	0.05597
UP000222892	0.09367	0.0415
UP000222902	0.1622	0.16565
UP000222907	0.06317	0.12209
UP000222922	0.28472	0.22206
UP000222925	0.1156	0.09723
UP000222950	0.10733	0.09066
UP000222959	0.12978	0.11243
UP000222963	0.12204	0.10566
UP000222975	0.10294	0.09312
UP000222983	0.14951	0.07563
UP000223004	0.13584	0.11512
UP000223010	0.11991	0.10136
UP000223017	0.19908	0.09545
UP000223025	0.07835	0.05755
UP000223042	0.14039	0.10376
UP000223043	0.09415	0.12664
UP000223044	0.10221	0.05782
UP000223047	0.12819	0.10527
UP000223061	0.21831	0.19235
UP000223102	0.07281	0.06627
UP000223103	0.14729	0.09606
UP000223140	0.14608	0.13509
UP000223149	0.07892	0.05965
UP000223158	0.14037	0.15211
UP000223164	0.1671	0.11213
UP000223165	0.09142	0.09184
UP000223167	0.1416	0.09837
UP000223190	0.13775	0.1143
UP000223204	0.10632	0.06274
UP000223221	0.1221	0.1526
UP000223239	0.16923	0.14824
UP000223242	0.31404	0.20417
UP000223243	0.09823	0.06072
UP000223268	0.13872	0.07027
UP000223290	0.09627	0.07652
UP000223335	0.06944	0.08887
UP000223342	0.08078	0.05787
UP000223368	0.18165	0.19334
UP000223375	0.15325	0.1028
UP000223377	0.15632	0.16465
UP000223378	0.08832	0.08042
UP000223381	0.06036	0.05067
UP000223389	0.07844	0.05556
UP000223410	0.08642	0.06146
UP000223512	0.07112	0.05293
UP000223544	0.15878	0.13039
UP000223545	0.12268	0.12182
UP000223548	0.1536	0.1175
UP000223561	0.12833	0.07127
UP000223569	0.12848	0.09279
UP000223575	0.16857	0.11294
UP000223589	0.13577	0.09627
UP000223622	0.13484	0.07055
UP000223626	0.06787	0.04485
UP000223646	0.11827	0.11662
UP000223655	0.1679	0.09302
UP000223669	0.05751	0.07623
UP000223707	0.09305	0.08508
UP000223716	0.1256	0.09638
UP000223730	0.13481	0.06784
UP000223738	0.11178	0.07776
UP000223743	0.12784	0.08912
UP000223765	0.1193	0.1024
UP000223767	0.16527	0.11991
UP000223768	0.07173	0.05124
UP000223769	0.05942	0.04048
UP000223770	0.1273	0.08761
UP000223776	0.11846	0.08509
UP000223780	0.28044	0.29427
UP000223789	0.28884	0.16866
UP000223795	0.17103	0.16667
UP000223798	0.12879	0.06819
UP000223801	0.06687	0.03542
UP000223816	0.09764	0.0956
UP000223820	0.1761	0.17397
UP000223821	0.08332	0.0689
UP000223835	0.15549	0.08511
UP000223840	0.07792	0.0701
UP000223848	0.30377	0.17792
UP000223875	0.27364	0.15604
UP000223891	0.08261	0.06193
UP000223906	0.11991	0.09398
UP000223907	0.1398	0.07093
UP000223946	0.13312	0.11303
UP000223966	0.09382	0.07337
UP000223970	0.1311	0.10257
UP000224012	0.06369	0.06357
UP000224016	0.07965	0.06535
UP000224035	0.12669	0.10507
UP000224058	0.12354	0.07798
UP000224063	0.02276	0.01754
UP000224068	0.13573	0.09339
UP000224101	0.10547	0.0734
UP000224109	0.08266	0.04473
UP000224125	0.07506	0.07465
UP000224134	0.07961	0.07536
UP000224179	0.07623	0.07043
UP000224202	0.08682	0.07322
UP000224215	0.07363	0.04615
UP000224217	0.18397	0.13379
UP000224219	0.1506	0.11834
UP000224230	0.12044	0.08658
UP000224249	0.09084	0.08843
UP000224252	0.15202	0.17832
UP000224266	0.17444	0.13969
UP000224269	0.07141	0.06672
UP000224284	0.15524	0.10251
UP000224291	0.08066	0.06345
UP000224314	0.06241	0.044
UP000224329	0.17607	0.11707
UP000224348	0.11977	0.08572
UP000224401	0.06096	0.0464
UP000224440	0.19896	0.14315
UP000224459	0.10201	0.09366
UP000224474	0.09869	0.07321
UP000224475	0.19347	0.24872
UP000224484	0.245	0.18018
UP000224487	0.0981	0.12183
UP000224503	0.17353	0.1431
UP000224518	0.13067	0.12711
UP000224527	0.18754	0.16178
UP000224551	0.0969	0.06741
UP000224557	0.08717	0.04835
UP000224566	0.15438	0.12377
UP000224585	0.10646	0.04429
UP000224598	0.04508	0.0289
UP000224647	0.06936	0.05435
UP000224648	0.11903	0.07947
UP000224652	0.13185	0.08705
UP000224677	0.08604	0.06941
UP000224684	0.10747	0.10323
UP000224691	0.08822	0.04349
UP000224747	0.06272	0.04526
UP000224754	0.1154	0.04682
UP000224755	0.03876	0.06473
UP000224784	0.08783	0.07097
UP000224800	0.06803	0.04844
UP000224802	0.14183	0.15961
UP000224829	0.08117	0.07089
UP000224832	0.11649	0.10346
UP000224836	0.10433	0.0805
UP000224846	0.14404	0.07843
UP000224877	0.08645	0.05696
UP000224880	0.12439	0.09417
UP000224898	0.15587	0.12682
UP000224899	0.10468	0.06186
UP000224902	0.10012	0.09496
UP000224933	0.19597	0.13703
UP000224934	0.17085	0.11234
UP000224960	0.05676	0.03359
UP000224966	0.0813	0.05961
UP000224984	0.05454	0.04466
UP000225001	0.16142	0.14563
UP000225003	0.13377	0.08314
UP000225023	0.09479	0.05505
UP000225026	0.11212	0.08226
UP000225028	0.04522	0.04539
UP000225035	0.21292	0.07632
UP000225037	0.12875	0.12333
UP000225042	0.12945	0.09809
UP000225072	0.28681	0.26335
UP000225090	0.25513	0.15103
UP000225122	0.20204	0.13821
UP000225148	0.06445	0.04087
UP000225149	0.16588	0.08909
UP000225161	0.22188	0.17818
UP000225166	0.06335	0.03452
UP000225190	0.14496	0.0965
UP000225192	0.08302	0.0464
UP000225200	0.04749	0.02719
UP000225204	0.15058	0.09605
UP000225231	0.17336	0.17364
UP000225255	0.10549	0.10302
UP000225260	0.1971	0.15436
UP000225287	0.09809	0.05956
UP000225301	0.13668	0.1188
UP000225310	0.16236	0.13068
UP000225314	0.16021	0.10698
UP000225316	0.17148	0.07656
UP000225322	0.15581	0.12689
UP000225366	0.07907	0.04886
UP000225374	0.05945	0.063
UP000225383	0.12675	0.14559
UP000225385	0.19939	0.18358
UP000225390	0.09206	0.07299
UP000225394	0.05714	0.05311
UP000225430	0.16691	0.12761
UP000225444	0.15775	0.11798
UP000225448	0.10471	0.0775
UP000225464	0.17576	0.12597
UP000225471	0.1689	0.16029
UP000225479	0.08132	0.03829
UP000225483	0.15845	0.12383
UP000225500	0.11543	0.14352
UP000225511	0.18515	0.17769
UP000225515	0.10777	0.07558
UP000225534	0.12738	0.08299
UP000225553	0.08163	0.07552
UP000225559	0.16749	0.11673
UP000225564	0.20381	0.11459
UP000225568	0.09018	0.05993
UP000225580	0.24401	0.20212
UP000225581	0.1063	0.06675
UP000225583	0.10089	0.05229
UP000225595	0.21209	0.16724
UP000225599	0.06769	0.05348
UP000225613	0.17333	0.11272
UP000225646	0.05835	0.05564
UP000225660	0.13522	0.08757
UP000225680	0.10294	0.07514
UP000225683	0.18142	0.1222
UP000225704	0.12216	0.12146
UP000225717	0.17424	0.13178
UP000225722	0.20288	0.17027
UP000225732	0.1435	0.07632
UP000225746	0.11907	0.10244
UP000225754	0.06355	0.04122
UP000225772	0.10408	0.08106
UP000225816	0.20997	0.10947
UP000225819	0.13879	0.08759
UP000225821	0.08614	0.05774
UP000225832	0.32332	0.22564
UP000225870	0.18937	0.1197
UP000225878	0.13458	0.11064
UP000225886	0.25383	0.15898
UP000225890	0.13637	0.07563
UP000225897	0.17209	0.10031
UP000225915	0.28127	0.23017
UP000225918	0.14002	0.10641
UP000225947	0.09912	0.06476
UP000225954	0.1277	0.11852
UP000225963	0.07955	0.07161
UP000225975	0.17848	0.12672
UP000225978	0.10324	0.07933
UP000225983	0.17713	0.1836
UP000225985	0.11121	0.06114
UP000226021	0.04839	0.04282
UP000226032	0.14537	0.09788
UP000226037	0.23066	0.21265
UP000226045	0.20372	0.13654
UP000226085	0.07742	0.05919
UP000226097	0.18187	0.20822
UP000226112	0.12783	0.0781
UP000226117	0.0908	0.13003
UP000226124	0.1247	0.12638
UP000226135	0.24205	0.16527
UP000226151	0.11842	0.06318
UP000226155	0.24297	0.21599
UP000226171	0.06494	0.08621
UP000226177	0.18252	0.10025
UP000226233	0.13953	0.06446
UP000226249	0.13647	0.08323
UP000226262	0.13585	0.10171
UP000226269	0.09959	0.09776
UP000226308	0.10878	0.09509
UP000226321	0.10414	0.05359
UP000226324	0.30277	0.19137
UP000226336	0.14025	0.10013
UP000226363	0.17062	0.1746
UP000226396	0.06353	0.0588
UP000226398	0.19299	0.10271
UP000226413	0.12351	0.07407
UP000226416	0.17161	0.19903
UP000228460	0.0796	0.0796
UP000228548	0.19568	0.1805
UP000228763	0.12456	0.06738
UP000228765	0.13396	0.09058
UP000228847	0.1157	0.06237
UP000228854	0.03573	0.02698
UP000228928	0.10147	0.0769
UP000228981	0.11134	0.07745
UP000228985	0.15111	0.08671
UP000229090	0.11246	0.11194
UP000229119	0.07579	0.12049
UP000229271	0.15493	0.14749
UP000229287	0.19359	0.13944
UP000229296	0.08223	0.10005
UP000229313	0.15727	0.08355
UP000229633	0.21095	0.14009
UP000229691	0.1896	0.09685
UP000229812	0.08368	0.0707
UP000229926	0.07223	0.05187
UP000229939	0.08037	0.06149
UP000229963	0.11618	0.12635
UP000230142	0.17582	0.13793
UP000230492	0.21162	0.19054
UP000230494	0.15404	0.09816
UP000230617	0.16387	0.09975
UP000230794	0.10755	0.07037
UP000230966	0.13474	0.18234
UP000231040	0.11198	0.06928
UP000231050	0.15705	0.13358
UP000231264	0.1807	0.14319
UP000231327	0.12067	0.14327
UP000231419	0.11849	0.09161
UP000231485	0.17971	0.09475
UP000232525	0.57104	0.47374
UP000232595	0.64146	0.3847
UP000232613	0.193	0.10408
UP000232615	0.12029	0.10444
UP000232720	0.15282	0.12535
UP000232784	0.46257	0.39936
UP000232791	0.16391	0.12843
UP000232833	0.62403	0.4892
UP000232857	0.0778	0.06572
UP000232879	0.45319	0.37002
UP000232887	0.03991	0.07904
UP000232896	0.19293	0.15185
UP000232903	0.38052	0.28699
UP000232905	0.33854	0.21103
UP000232958	0.14461	0.10516
UP000234743	0.15829	0.16597
UP000234780	0.22201	0.12472
