Proteome Id	Organism Id
UP000203888	1564903
UP000203891	1923732
UP000203893	1922736
UP000203897	1923275
UP000203900	1923466
UP000203903	404404
UP000203904	1922587
UP000203906	1922783
UP000203907	328430
UP000203911	1922793
UP000203912	1929030
UP000203914	1590836
UP000203917	1923206
UP000203919	1923398
UP000203920	1922571
UP000203922	1811408
UP000203923	1922817
UP000203925	1922359
UP000203927	753670
UP000203930	1922803
UP000203933	515320
UP000203934	1843740
UP000203935	1923200
UP000203937	1922539
UP000203943	1923477
UP000203947	1685740
UP000203949	1608105
UP000203951	1874267
UP000203957	1608064
UP000203958	1923150
UP000203959	1923290
UP000203960	1922646
UP000203961	1923482
UP000203962	214439
UP000203963	1922765
UP000203966	1331744
UP000203968	46448
UP000203969	1234887
UP000203972	1922528
UP000203973	271257
UP000203977	1922569
UP000203978	2016461
UP000203981	1923768
UP000203983	1955197
UP000203993	1843738
UP000203995	1922769
UP000204005	1685763
UP000204008	1923276
UP000204012	1923439
UP000204013	1922633
UP000204018	1923776
UP000204023	1158189
UP000204034	1923017
UP000204035	2169757
UP000204036	1923355
UP000204041	1685753
UP000204042	761702
UP000204053	590403
UP000204055	471498
UP000204056	1566868
UP000204059	1923249
UP000204061	1746068
UP000204067	1922938
UP000204068	1685758
UP000204069	1922542
UP000204070	1923701
UP000204074	167020
UP000204078	1923443
UP000204081	1923185
UP000204082	1923384
UP000204089	1923166
UP000204090	316983
UP000204091	1922553
UP000204093	1904408
UP000204096	1853865
UP000204099	1963256
UP000204100	39046
UP000204104	1923003
UP000204105	1923308
UP000204106	167927
UP000204108	269213
UP000204110	663282
UP000204111	1922647
UP000204118	2017083
UP000204119	904698
UP000204121	1960253
UP000204122	1833824
UP000204124	1923161
UP000204125	1923153
UP000204126	1923248
UP000204131	1608042
UP000204137	1923641
UP000204142	1542973
UP000204144	1941237
UP000204145	1922714
UP000204147	1592087
UP000204148	1580605
UP000204149	1504733
UP000204152	1923278
UP000204153	2017081
UP000204155	1922370
UP000204164	1923544
UP000204168	103442
UP000204169	1602124
UP000204172	420255
UP000204176	1923371
UP000204180	1923532
UP000204183	1922936
UP000204187	1923259
UP000204190	1922871
UP000204193	1923391
UP000204194	1922718
UP000204197	425009
UP000204199	943272
UP000204201	1922652
UP000204203	1532180
UP000204205	1923374
UP000204206	223351
UP000204209	1922644
UP000204210	1729670
UP000204211	213888
UP000204214	1920988
UP000204218	1922672
UP000204220	642253
UP000204230	1923370
UP000204233	221540
UP000204234	1685767
UP000204238	1922496
UP000204239	1923335
UP000204241	1923654
UP000204243	1923763
UP000204249	1608088
UP000204256	1746065
UP000204261	1608134
UP000204265	457382
UP000204266	1923535
UP000204269	2169856
UP000204274	39116
UP000204276	474454
UP000204278	1081702
UP000204279	1592097
UP000204281	1923201
UP000204282	1685742
UP000204283	1922357
UP000204284	1701404
UP000204287	1922683
UP000204289	1922991
UP000204290	1923480
UP000204295	1923082
UP000204297	1923755
UP000204298	1923330
UP000204307	441999
UP000204309	1922686
UP000204311	1923377
UP000204312	1923736
UP000204313	196375
UP000204316	642260
UP000204317	1923099
UP000204322	1922546
UP000204324	1922668
UP000204325	229149
UP000204329	1923169
UP000204331	1685748
UP000204335	51680
UP000204339	1266993
UP000204341	12173
UP000204344	352882
UP000204346	1923115
UP000204351	2017082
UP000204353	1923197
UP000204359	1923770
UP000204360	1922998
UP000204365	1923285
UP000204367	91753
UP000204368	1685770
UP000204371	3052813
UP000204372	380434
UP000204373	388038
UP000204377	1923267
UP000204378	35291
UP000204380	1923295
UP000204384	1923280
UP000204390	543876
UP000204395	46436
UP000204399	1922934
UP000204401	167132
UP000204404	1922743
UP000204405	1923215
UP000204406	1923277
UP000204412	240865
UP000204419	1922434
UP000204425	1234884
UP000204427	1922596
UP000204428	1922385
UP000204440	101764
UP000204443	1923321
UP000204444	436066
UP000204446	1923076
UP000204447	362398
UP000204450	1923367
UP000204460	1923342
UP000204461	1922886
UP000204462	1958785
UP000204465	1922766
UP000204466	1922876
UP000204469	1923455
UP000204471	1923547
UP000204472	1592093
UP000204475	1608097
UP000204480	1923009
UP000204481	592206
UP000204482	1922713
UP000204484	1755695
UP000204485	1592090
UP000204486	1923147
UP000204491	1923167
UP000204495	1922875
UP000204501	1922368
UP000204503	1454024
UP000204515	1592099
UP000204516	1685751
UP000204519	1923687
UP000204524	1923566
UP000204529	1472425
UP000204532	994994
UP000204533	713949
UP000204534	111418
UP000204536	515444
UP000204545	1923668
UP000204547	1922471
UP000204548	1307958
UP000204550	1788294
UP000204555	148879
UP000204556	2004968
UP000204557	1714364
UP000204558	1620897
UP000204561	1608123
UP000204562	1923390
UP000204564	1392388
UP000204568	1592095
UP000204569	1577997
UP000204571	1985372
UP000204574	1923156
UP000204576	1923761
UP000204577	1922570
UP000204579	1922351
UP000204581	1923187
UP000204582	1922551
UP000204583	1922798
UP000204587	1923781
UP000204590	664785
UP000204604	1923154
UP000204605	1922677
UP000204606	1611875
UP000204611	1923112
UP000204612	1923138
UP000204613	1843765
UP000204620	1922531
UP000204624	1547580
UP000204625	1922708
UP000204626	260379
UP000204642	1923159
UP000204643	634441
UP000204649	1608133
UP000204651	1923287
UP000204654	1547219
UP000204655	1923109
UP000204661	1922367
UP000204665	12471
UP000204669	1923596
UP000204672	1922784
UP000204674	1922904
UP000204676	1923445
UP000206880	68033
UP000207584	1923387
UP000207586	1755752
UP000207587	1843767
UP000207589	1923702
UP000207590	1685772
UP000207592	795381
UP000207594	1923216
UP000207596	190811
UP000207611	1922670
UP000207616	1476202
UP000207619	1923320
UP000207622	1922584
UP000207626	1923013
UP000207628	1034096
UP000207633	1923313
UP000207635	12169
UP000207638	1922712
UP000207639	498805
UP000207641	1016856
UP000207643	1587520
UP000207647	1592096
UP000207649	1922543
UP000207651	1868472
UP000207653	1922567
UP000207655	1922805
UP000207666	1922901
UP000207669	1608101
UP000207671	1608086
UP000207674	1592092
UP000207677	1923213
UP000207680	930168
UP000207684	1923613
UP000207689	1923393
UP000207691	1016853
UP000207692	1922585
UP000207693	1922922
UP000207695	1923606
UP000207697	1685759
UP000207699	1521387
UP000207720	318848
UP000207725	1923284
UP000207726	12472
UP000207727	1569052
UP000207730	1592211
UP000207732	1923141
UP000207733	1569056
UP000207734	1714362
UP000207735	1685736
UP000207739	1930269
UP000207747	1756615
UP000207748	1922698
UP000207749	1922814
UP000207750	1920989
UP000207754	1922719
UP000207755	1923754
UP000207757	1923385
UP000208060	1922550
UP000208064	1234878
UP000208065	1503864
UP000208069	797075
UP000208077	380442
UP000208078	328670
UP000208080	1922360
UP000208081	81832
UP000208082	1922694
UP000208086	1923273
UP000208087	1923653
UP000208088	328671
UP000208089	178354
UP000208097	1569054
UP000208101	170965
UP000208102	475777
UP000208105	743035
UP000208109	1016854
UP000208110	111470
UP000208114	1922352
UP000208115	478550
UP000208116	1922355
UP000208117	1923298
UP000214350	1561172
UP000214351	1661257
UP000214360	184020
UP000214364	1016857
UP000214367	1608044
UP000214373	3052701
UP000214500	1590835
UP000214656	1654339
UP000214710	2560515
UP000214863	2022783
UP000217252	31750
UP000217288	2019445
UP000217307	2016400
UP000217335	2027645
UP000217347	1608144
UP000217350	2025359
UP000217360	1918014
UP000217400	1247115
UP000217428	1329402
UP000217429	196690
UP000217718	1913649
UP000217948	1923269
UP000218061	1923149
UP000218088	2026601
UP000218283	1608141
UP000218499	1577137
UP000218501	78522
UP000221102	1897431
UP000221941	1770232
UP000222018	1983789
UP000222089	408599
UP000223018	1897641
UP000224375	1932361
UP000225077	1916101
UP000225715	1968340
UP000232280	1608091
UP000232403	2049944
UP000232409	2065044
UP000232420	1972568
UP000232446	908136
UP000232451	218923
UP000232482	1300323
UP000232486	420254
UP000232516	391337
UP000232542	1041806
UP000232547	1428190
UP000232560	687350
UP000232569	927810
UP000232604	2065043
UP000232606	1830242
UP000232613	1667230
UP000232642	1987021
UP000232647	1167691
UP000232666	650121
UP000232671	687352
UP000232683	1008292
UP000232687	10840
UP000232714	11274
UP000232735	419782
UP000232736	687368
UP000232756	652719
UP000232767	552554
UP000232770	1608076
UP000232775	100755
UP000232776	255255
UP000232814	3052582
UP000232847	687360
UP000232856	687344
UP000232912	222456
UP000232920	222464
UP000232934	1960255
UP000233833	1926633
UP000234149	1980540
UP000235534	3052764
UP000235595	2060511
UP000235618	2060142
UP000235717	2057942
UP000240293	2093273
UP000240298	2077299
UP000240443	439427
UP000240484	1087070
UP000240529	2093275
UP000240573	2169744
UP000240594	1779714
UP000240635	1856642
UP000240680	2077300
UP000240719	2079534
UP000240736	1685109
UP000240860	2169828
UP000240882	1980173
UP000240909	1702121
UP000240959	2014931
UP000241126	2764090
UP000241210	1949198
UP000241349	2073163
UP000241374	1881630
UP000241397	2093276
UP000241605	627501
UP000241809	619631
UP000241846	620894
UP000241851	679314
UP000241875	2052754
UP000241876	2041489
UP000242122	858513
UP000242124	1284208
UP000242132	245101
UP000242136	114871
UP000242179	2083181
UP000242203	2058778
UP000242220	1408133
UP000242262	1908808
UP000242266	1323525
UP000242273	1711684
UP000242290	67604
UP000242303	1978536
UP000242304	1670975
UP000242334	1934322
UP000242340	28882
UP000242387	40268
UP000242389	1977392
UP000242451	675833
UP000242475	1849543
UP000242476	1565088
UP000242503	1340746
UP000242533	1608085
UP000242534	1131702
UP000242538	941765
UP000242541	2560851
UP000242543	1774276
UP000242569	1714370
UP000242585	310749
UP000242589	1608138
UP000242608	1608090
UP000242634	2079317
UP000242693	1568973
UP000242720	296210
UP000242730	1922678
UP000242794	1188792
UP000242799	70564
UP000242808	1708712
UP000242829	12041
UP000242859	579113
UP000242934	430710
UP000242940	1301220
UP000242946	1129873
UP000242952	862943
UP000242982	858512
UP000243000	1497848
UP000243046	1054649
UP000243061	1211481
UP000243094	156690
UP000243108	284687
UP000243128	1183241
UP000243160	2847843
UP000243195	1580606
UP000243198	1922393
UP000243208	1468454
UP000243210	1923718
UP000243266	32615
UP000243281	1514896
UP000243289	1323524
UP000243295	12049
UP000243298	2169693
UP000243307	1776177
UP000243323	1777015
UP000243434	2560614
UP000243452	1908806
UP000243464	310750
UP000243569	858516
UP000243621	351495
UP000243664	1566011
UP000243671	1423347
UP000243672	862944
UP000243694	459770
UP000243767	878260
UP000243827	369643
UP000243831	1532031
UP000243911	687917
UP000243918	1435450
UP000243941	1985164
UP000243949	1871631
UP000246166	2163634
UP000246564	1425367
UP000246570	36423
UP000246759	2045113
UP000246808	712037
UP000247069	335100
UP000248626	2230910
UP000248937	2032989
UP000248957	2219106
UP000248962	2219107
UP000249117	2219108
UP000249128	2301732
UP000249273	1416741
UP000249909	1911439
UP000249952	1911435
UP000250030	1851087
UP000250118	1919247
UP000250142	1848169
UP000250151	1848042
UP000250199	1911438
UP000250212	1987360
UP000250247	1911434
UP000252591	2268589
UP000256499	2094725
UP000256802	2094724
UP000257744	498715
UP000258124	2202644
UP000258445	208895
UP000259700	2282412
UP000265820	2060479
UP000266914	1911436
UP000267194	1519397
UP000267334	2293285
UP000267343	2219114
UP000267492	1719048
UP000267811	1608125
UP000268464	2052899
UP000268541	1796018
UP000268925	2805939
UP000269124	2077296
UP000269274	758865
UP000269586	2293277
UP000269706	1795442
UP000269789	1519386
UP000269806	1820160
UP000269850	1974422
UP000269999	2219113
UP000270090	2041419
UP000270144	1802951
UP000270333	2230899
UP000270635	2010272
UP000270846	1796016
UP000270867	2488949
UP000271284	1796010
UP000271300	1519385
UP000271404	1519389
UP000271455	2293286
UP000271547	1974423
UP000271932	1796009
UP000272067	1714377
UP000272237	2108551
UP000272305	1608099
UP000272636	1843741
UP000272668	2219127
UP000272688	2293299
UP000273030	2293295
UP000273043	2293302
UP000273112	2293300
UP000273130	2017709
UP000273325	1796013
UP000273418	1796008
UP000273530	2249931
UP000273561	2058759
UP000273602	2010273
UP000273619	1729933
UP000273912	1795438
UP000274024	2293288
UP000274267	2293310
UP000274277	2293274
UP000274283	1519392
UP000274542	1796014
UP000274800	2025479
UP000274817	2682610
UP000274821	1519396
UP000274913	1519390
UP000274965	1519410
UP000275086	1796006
UP000275118	2230900
UP000275141	2219132
UP000275237	2219129
UP000275405	2748378
UP000275581	2291613
UP000275661	2219126
UP000275921	2017710
UP000275952	2293309
UP000276212	2293305
UP000276299	1796007
UP000276326	1608121
UP000276553	1519393
UP000276683	1796015
UP000277067	1148496
UP000277274	2108552
UP000277408	2293298
UP000277409	1796004
UP000277648	2293279
UP000277710	2293296
UP000277895	1920991
UP000278199	1519394
UP000278210	2293290
UP000278280	1892236
UP000278471	2108549
UP000278548	2282631
UP000278651	1046893
UP000278769	2293291
UP000278803	2025478
UP000279014	1796011
UP000279070	2108550
UP000279193	1519388
UP000279202	1608057
UP000279389	2100419
UP000279551	2282630
UP000279621	2293292
UP000279640	2293278
UP000280107	2293289
UP000280558	1608092
UP000280853	2005322
UP000281126	2849718
UP000281263	1796005
UP000281281	2293276
UP000281344	1489714
UP000281422	2021738
UP000281425	2291614
UP000281649	2293301
UP000281696	2293280
UP000281713	2293282
UP000282008	2293287
UP000282032	2293294
UP000282037	2219116
UP000282128	1519387
UP000282439	1133557
UP000286689	1959843
UP000286719	1964372
UP000286822	1959845
UP000287356	1572238
UP000287565	1983779
UP000287912	2492437
UP000288122	1194757
UP000288289	1868221
UP000288615	2249941
UP000288736	1587509
UP000288784	2056780
UP000288851	2305257
UP000288857	1810945
UP000288874	2315724
UP000288926	2315803
UP000288989	1569922
UP000288998	2382121
UP000289133	2162642
UP000289144	2082658
UP000289185	2419666
UP000289186	2419804
UP000289197	1728964
UP000289222	2315392
UP000289246	2170411
UP000289248	2029303
UP000289277	2107574
UP000289285	2282645
UP000289296	2316144
UP000289299	2152567
UP000289300	2315813
UP000289318	2161879
UP000289336	2137353
UP000289345	2480178
UP000289356	2847274
UP000289379	2185086
UP000289380	2082586
UP000289381	2069325
UP000289389	2364132
UP000289390	2305250
UP000289406	2069326
UP000289419	1919071
UP000289439	2116736
UP000289449	2109365
UP000289461	2170402
UP000289472	2082585
UP000289487	2282643
UP000289491	1931356
UP000289508	2108201
UP000289526	2069322
UP000289534	2479372
UP000289536	2069323
UP000289550	2480179
UP000289551	2079148
UP000289553	1883104
UP000289556	1592115
UP000289565	1898175
UP000289605	1592123
UP000289668	2268393
UP000289673	1592119
UP000289684	1592118
UP000289736	2069327
UP000289772	1810944
UP000289781	1985188
UP000289788	2218588
UP000289790	2268743
UP000289810	2200716
UP000289818	2249930
UP000289822	1592111
UP000289833	2283800
UP000289883	2282642
UP000289885	1592113
UP000289890	2338396
UP000289905	2122733
UP000289908	2054179
UP000289960	2069320
UP000290051	1592128
UP000290070	2320522
UP000290081	2320184
UP000290085	2219092
UP000290095	2184469
UP000290115	2304056
UP000290145	2094259
UP000290197	1870981
UP000290246	2069321
UP000290247	1592124
UP000290282	2108200
UP000290348	1592129
UP000290361	2283236
UP000290434	2170410
UP000290435	1917080
UP000290440	2170405
UP000290448	2480197
UP000290459	2304514
UP000290478	2029305
UP000290483	1224515
UP000290499	2320186
UP000290503	2053026
UP000290505	2340808
UP000290511	2054614
UP000290614	2267679
UP000290655	2054409
UP000290664	2304516
UP000290675	2480172
UP000290684	2170404
UP000290717	2303411
UP000290719	2170544
UP000290728	2162638
UP000290729	2055263
UP000290797	2846598
UP000290803	2054611
UP000290818	2248770
UP000290823	2303160
UP000290855	2094713
UP000290892	2480193
UP000290910	2069319
UP000290923	2161876
UP000290961	1592114
UP000291919	2006642
UP000292377	2202954
UP000292412	1506546
UP000294324	1229325
UP000294431	2077298
UP000296574	439016
UP000296994	1921414
UP000296997	435487
UP000297003	2170057
UP000297005	2560810
UP000297006	1808970
UP000297009	2116452
UP000297019	1931095
UP000297024	1608061
UP000297027	980895
UP000297036	2116560
UP000297038	1573760
UP000297045	2027354
UP000297050	2116436
UP000297052	2560381
UP000297055	2116487
UP000297057	1766766
UP000297060	875324
UP000297063	2116454
UP000297072	2056885
UP000297076	2116435
UP000297077	1405299
UP000297078	1923465
UP000297081	2116559
UP000297086	1980624
UP000297089	2560571
UP000297094	1859148
UP000297095	2562138
UP000297097	2562234
UP000297101	254946
UP000297102	2116604
UP000297110	1623310
UP000297113	1038082
UP000297116	2116489
UP000297124	1573761
UP000297125	876170
UP000297128	909827
UP000297131	2560350
UP000297133	1162393
UP000297145	1692191
UP000297153	2057979
UP000297157	2756244
UP000297162	45767
UP000297175	2116451
UP000297177	2116488
UP000297178	2100727
UP000297179	2022321
UP000297191	2116453
UP000297204	2025352
UP000297205	1434720
UP000298557	1983771
UP000298620	1954248
UP000306412	2015551
UP000308358	3052444
UP000310559	39803
UP000315075	1408258
UP000316138	1146877
UP000316949	1958807
UP000316972	190062
UP000317189	2039267
UP000318744	2589653
UP000319764	740971
UP000319867	10537
UP000319886	1967296
UP000320134	2250215
UP000320613	130663
UP000321483	1653087
UP000322276	2601621
UP000323261	1580497
UP000324833	2601649
UP000325018	2604898
UP000326259	2653642
UP000326313	2510473
UP000326328	2590872
UP000327119	2653646
UP000327402	2559941
UP000358020	2601667
UP000366725	2056385
UP000386070	130370
UP000423197	2303490
UP000424697	35307
UP000426371	1956177
UP000427439	1927814
UP000434467	2500576
UP000464270	112596
UP000464574	2698730
UP000464689	319748
UP000465040	2698729
UP000500692	2116345
UP000500750	2174956
UP000500766	2734354
UP000500792	381543
UP000500822	1929964
UP000500837	629735
UP000500842	2509395
UP000500844	2656692
UP000500934	1608145
UP000500976	2171394
UP000500983	2003308
UP000500992	864696
UP000501042	2116443
UP000501046	1168550
UP000501074	2301728
UP000501097	2484986
UP000501166	2656682
UP000501211	758677
UP000501226	2656683
UP000501303	1862685
UP000501392	629740
UP000501393	2832643
UP000501413	1844920
UP000501480	2021721
UP000501498	2052838
UP000501531	1629551
UP000501750	2656728
UP000501771	2051550
UP000501815	2559114
UP000501840	2559112
UP000501848	2656684
UP000501906	2040592
UP000501924	2547430
UP000501937	1945738
UP000501948	2080823
UP000501954	2601527
UP000501963	1608046
UP000501998	2495751
UP000502003	2569586
UP000502016	2283388
UP000502018	1905830
UP000502099	190065
UP000502165	2847099
UP000502241	1300978
UP000502476	2303390
UP000502506	1756186
UP000502532	2282485
UP000502550	1569259
UP000502600	47901
UP000502619	2487100
UP000502748	2559111
UP000502791	2482723
UP000502805	38018
UP000502830	2559110
UP000502922	1272945
UP000502925	2116442
UP000502964	2116440
UP000503009	2656680
UP000503019	2847103
UP000503029	2116441
UP000503031	2364291
UP000503137	1807787
UP000503188	2656727
UP000503360	2152660
UP000503365	2510980
UP000503383	2048880
UP000503388	318842
UP000503423	2656679
UP000503459	2656685
UP000503480	2547431
UP000503481	2846448
UP000503486	2116385
UP000503488	2656673
UP000503512	419435
UP000503586	2518374
UP000503599	2086640
UP000509582	2686373
UP000516033	100217
UP000516039	41678
UP000516061	1520006
UP000516161	2744002
UP000516169	2024003
UP000516233	2736256
UP000517611	2771350
UP000540193	2772018
UP000593616	130309
UP000593718	2777400
UP000593728	2571073
UP000593762	2571079
UP000593780	487050
UP000593917	2777401
UP000594046	426791
UP000594080	248060
UP000595241	2776771
UP000595620	10511
UP000595783	2777229
UP000595892	2777230
UP000663553	2812888
UP000672003	2801482
UP000675972	2786771
UP000675973	2786098
UP000675996	2786243
UP000676000	2786162
UP000676015	2786825
UP000676016	2586203
UP000676022	2786614
UP000676026	2604910
UP000676042	2786723
UP000676048	2786336
UP000676062	2786801
UP000676067	2697535
UP000676068	2786386
UP000676071	2786664
UP000676086	2786530
UP000676088	2116536
UP000676119	2786144
UP000676137	2786811
UP000676154	2786608
UP000676162	2786823
UP000676163	2786836
UP000676167	2692022
UP000676174	2786109
UP000676187	2684265
UP000676193	2786221
UP000676196	2786267
UP000676204	2602440
UP000676205	2786097
UP000676214	2786641
UP000676216	2786373
UP000676224	2786713
UP000676239	2847803
UP000676241	2786616
UP000676268	2720952
UP000676270	2016460
UP000676278	2786418
UP000676311	2786022
UP000676327	2786319
UP000676341	2739876
UP000676348	2786632
UP000676352	2786525
UP000676353	2576457
UP000676365	2448906
UP000676376	2692009
UP000676390	2786018
UP000676394	2786603
UP000676398	2786592
UP000676402	2786389
UP000676407	2786521
UP000676410	2293881
UP000676414	2786578
UP000676424	2786590
UP000676426	2720960
UP000676429	2786253
UP000676438	2786397
UP000676441	2849697
UP000676448	2786266
UP000676461	2786330
UP000676489	2786528
UP000676490	2786557
UP000676496	2786636
UP000676507	2786489
UP000676514	2786741
UP000676523	2731253
UP000676541	2786595
UP000676543	2786637
UP000676545	2786663
UP000676569	2729647
UP000676581	2786656
UP000676584	2786072
UP000676612	2786045
UP000676614	2786385
UP000676620	2786735
UP000676633	2786594
UP000676635	2786564
UP000676640	2786338
UP000676641	2786630
UP000676647	2786146
UP000676662	2786408
UP000676663	2786181
UP000676664	2786558
UP000676675	2786793
UP000676677	2786229
UP000676681	2786456
UP000676683	2785984
UP000676705	2786670
UP000676737	2485870
UP000676754	2786189
UP000676771	2786346
UP000676774	2786504
UP000676784	2786241
UP000676808	2786113
UP000676820	2786206
UP000676830	2786451
UP000676836	2584394
UP000676842	2786553
UP000676847	2496585
UP000676848	2786034
UP000676852	2786806
UP000676855	2786090
UP000676859	2786464
UP000676863	2786414
UP000676864	2786681
UP000676868	2786807
UP000676869	2786725
UP000676877	2786747
UP000676878	2786006
UP000676882	2786009
UP000676884	36772
UP000676893	2786546
UP000676895	2786452
UP000676897	2786016
UP000676913	2786051
UP000676914	2786210
UP000676915	2786802
UP000676927	2786086
UP000676931	2786050
UP000676932	2786680
UP000676939	2786466
UP000676940	2604907
UP000676963	2786048
UP000676965	2786245
UP000676968	2786657
UP000676982	2786565
UP000676984	2786691
UP000676985	2705538
UP000676991	2786769
UP000676992	2786121
UP000677007	2786601
UP000677015	2786787
UP000677019	2786676
UP000677041	2786678
UP000677048	2786341
UP000677053	2786635
UP000677060	2786427
UP000677067	2786484
UP000677071	2585076
UP000677084	2116490
UP000677102	2786199
UP000677105	2786568
UP000677106	2786248
UP000677116	2576454
UP000677121	2786474
UP000677127	2786067
UP000677169	2786465
UP000677185	2786114
UP000677188	2786299
UP000677197	2786369
UP000677210	2786040
UP000677217	2786531
UP000677238	2786220
UP000677241	2786600
UP000677252	2786839
UP000677261	2786360
UP000677266	742819
UP000677267	2582878
UP000677268	2786520
UP000677271	2584403
UP000677277	2786032
UP000677280	3051403
UP000677283	2786171
UP000677284	2713499
UP000677292	2786700
UP000677295	2786797
UP000677296	2786117
UP000677299	2786584
UP000677304	2786104
UP000677313	2786488
UP000677316	2786281
UP000677320	2786249
UP000677325	2786588
UP000677330	2786579
UP000677336	2786486
UP000677349	2786420
UP000677360	2786821
UP000677375	2786724
UP000677392	2786493
UP000677403	2786640
UP000677407	2249313
UP000677415	2518602
UP000677434	2786665
UP000677437	2786605
UP000677440	2786482
UP000677443	2721273
UP000677446	2786395
UP000677454	2786170
UP000677455	2786310
UP000677458	2786239
UP000677460	2306887
UP000677463	2786282
UP000677468	2786610
UP000677469	2786371
UP000677485	2786845
UP000677497	2786300
UP000677524	2786805
UP000677525	2786231
UP000677530	2714170
UP000677534	2786370
UP000677543	2786187
UP000677553	2065036
UP000677555	2586206
UP000677569	2786015
UP000677583	2786736
UP000677589	2732257
UP000677600	2847049
UP000677629	2560016
UP000677639	2786617
UP000677652	2786148
UP000677658	2786131
UP000677661	2786313
UP000677666	2786491
UP000677669	2786719
UP000677685	2786561
UP000677697	2786431
UP000677722	2786606
UP000677729	2786514
UP000677738	3118717
UP000677748	2786781
UP000677761	2786737
UP000677767	2786634
UP000677770	2786473
UP000677779	2786166
UP000677786	2584397
UP000677787	2786581
UP000677789	2786660
UP000677796	2586207
UP000677801	2786703
UP000677806	2786103
UP000677808	2786716
UP000677815	2786004
UP000677832	2786585
UP000677837	2786168
UP000677841	2785994
UP000677845	2786345
UP000677855	2563012
UP000677857	2786363
UP000677858	2079605
UP000677873	2786219
UP000677874	2786749
UP000677877	2786503
UP000677887	2786428
UP000677890	2602116
UP000677895	2786139
UP000677903	2786688
UP000677907	2596881
UP000677914	2786008
UP000677936	2786666
UP000677937	2786692
UP000677938	2786808
UP000677945	2786308
UP000677961	2786463
UP000677962	2786272
UP000677963	2786834
UP000677966	2786054
UP000677969	2767010
UP000677971	2786071
UP000677976	2738555
UP000677989	2786650
UP000677998	2785992
UP000678011	2079603
UP000678012	2786434
UP000678025	2786575
UP000678030	2786436
UP000678031	2786294
UP000678032	2786597
UP000678039	2786699
UP000678046	2786024
UP000678071	2584399
UP000678081	2786003
UP000678092	2746371
UP000678105	2786513
UP000678107	2786417
UP000678111	2786800
UP000678128	2786212
UP000678133	2786552
UP000678135	2786002
UP000678146	1608143
UP000678168	2786830
UP000678184	2786689
UP000678189	2786796
UP000678190	2786011
UP000678203	2786260
UP000678211	2786837
UP000678215	2755152
UP000678217	2786390
UP000678229	2079521
UP000678233	2716316
UP000678248	2786696
UP000678251	2786497
UP000678269	2785997
UP000678271	2786320
UP000678273	2786410
UP000678278	2786063
UP000678279	2786150
UP000678293	2586201
UP000678302	2786092
UP000678303	2786159
UP000678309	2786295
UP000678319	2786683
UP000678339	2786325
UP000678351	2786550
UP000678384	2786604
UP000678403	2786141
UP000678404	2786196
UP000678414	2786164
UP000678424	2786668
UP000678428	2786750
UP000678437	2592415
UP000678439	2785991
UP000678445	2786038
UP000678448	2786278
UP000678450	2786012
UP000678452	2584396
UP000678453	2079604
UP000678475	2786571
UP000678483	2692018
UP000678492	2786461
UP000678512	2786848
UP000678515	2786106
UP000678526	2786589
UP000678528	2786213
UP000678539	2786447
UP000678544	2576944
UP000678554	2786446
UP000678576	2786292
UP000678584	2582941
UP000678591	2786470
UP000678605	2786223
UP000678611	2786270
UP000678624	2786773
UP000678631	2786816
UP000678637	2786354
UP000678638	2786178
UP000678642	2785988
UP000678659	2786126
UP000678671	2786349
UP000678673	2786615
UP000678674	2786076
UP000678684	2786624
UP000678702	2786081
UP000678708	2786105
UP000678719	2786748
UP000678722	2786222
UP000678724	2786001
UP000678741	2291942
UP000678752	2786101
UP000678758	2786130
UP000678765	2586200
UP000678769	2786353
UP000678772	2786062
UP000678790	2786574
UP000678804	2786059
UP000678807	2582874
UP000678808	2786198
UP000678809	2786393
UP000678826	2786675
UP000678853	2786563
UP000678861	2786186
UP000678873	2786569
UP000678875	2786422
UP000678880	2584388
UP000678893	2786596
UP000678902	2786652
UP000678905	2786215
UP000678908	2786709
UP000678927	2786307
UP000678929	2738469
UP000678932	2802539
UP000678973	2786331
UP000678985	2786049
UP000678999	2786138
UP000679011	2584395
UP000679016	2786511
UP000679026	2786039
UP000679027	2786548
UP000679033	2786789
UP000679045	2721749
UP000679056	2786655
UP000679064	2786411
UP000679068	2786380
UP000679073	2786255
UP000679077	2786140
UP000679082	2786244
UP000679086	2786715
UP000679093	2786317
UP000679096	2847805
UP000679099	2661631
UP000679105	2786416
UP000679124	2654367
UP000679137	2786287
UP000679139	2786080
UP000679146	2786316
UP000679153	2786383
UP000679196	2786667
UP000679200	2786208
UP000679205	2786296
UP000679210	2786829
UP000679257	2786238
UP000679279	2786501
UP000679308	2786654
UP000679321	2786727
UP000679324	2786415
UP000679328	2786583
UP000679345	2751480
UP000679356	2786200
UP000679363	2786347
UP000679364	2786246
UP000679374	2786333
UP000679383	2786661
UP000679401	2786659
UP000679404	2786099
UP000679409	2786254
UP000679415	2786618
UP000679443	2786669
UP000679447	2315722
UP000679454	2786613
UP000679468	2786412
UP000679471	2786780
UP000679481	2786586
UP000679495	2786033
UP000679502	2598785
UP000679508	2786477
UP000679520	2786306
UP000679530	2786424
UP000679563	2786176
UP000679564	2786031
UP000679566	2786544
UP000679568	2786684
UP000679578	2786217
UP000679593	2528410
UP000679595	2786156
UP000679600	2786388
UP000679609	2786505
