1	2.0399
2	4.2606
3	6.7524
4	9.4396
5	12.2819
6	15.2557
7	18.3499
8	21.5597
9	24.8769
10	28.2807
11	31.7542
12	35.2597
13	38.7585
14	42.2212
15	45.5889
16	48.8497
