20000	91478558	2518	515	376	143	0	117	130	0	0	0	0	0	
22000	100534810	2766	572	416	156	0	128	140	0	0	0	0	0	
24000	109618417	2999	639	441	167	0	140	155	0	0	0	0	0	
26000	118735204	3235	695	474	177	0	156	166	0	0	0	0	0	
28000	127954045	3464	749	515	193	0	168	177	0	0	0	0	0	
30000	136966549	3754	804	555	201	0	180	190	0	0	0	0	0	
32000	145834541	4022	853	606	216	0	187	201	0	0	0	0	0	
34000	154925617	4255	904	646	224	0	203	213	0	0	0	0	0	
36000	164172283	4492	946	679	241	0	214	223	0	0	0	0	0	
38000	173194002	4737	993	712	253	0	229	230	0	0	0	0	0	
40000	182253956	4979	1048	737	265	0	240	246	0	0	0	0	0	
42000	191463013	5212	1098	774	275	0	261	262	0	0	0	0	0	
44000	200600197	5451	1148	806	289	0	282	271	0	0	0	0	0	
46000	210029584	5671	1195	839	304	0	296	285	0	0	0	0	0	
48000	219210116	5928	1246	868	320	0	307	298	0	0	0	0	0	
50000	228168384	6187	1292	902	328	0	317	309	0	0	0	0	0	
52000	237192996	6422	1344	938	337	0	329	321	0	0	0	0	0	
54000	246441301	6639	1411	988	348	0	341	333	0	0	0	0	0	
56000	255523127	6881	1458	1026	362	0	355	342	0	0	0	0	0	
58000	264672203	7108	1503	1069	372	0	369	363	0	0	0	0	0	
60000	273961926	7349	1552	1099	382	0	387	372	0	0	0	0	0	
62000	283240133	7575	1606	1138	391	0	399	385	0	0	0	0	0	
64000	292533394	7788	1649	1178	403	0	409	397	0	0	0	0	0	
66000	301727778	8013	1711	1223	419	0	425	416	0	0	0	0	0	
68000	310869470	8252	1764	1255	438	0	434	420	0	0	0	0	0	
70000	319965027	8475	1826	1300	456	0	447	428	0	0	0	0	0	
72000	328910825	8701	1891	1342	465	0	457	444	0	0	0	0	0	
74000	338110704	8940	1940	1382	475	0	468	451	0	0	0	0	0	
76000	347178976	9161	1988	1429	489	0	481	457	0	0	0	0	0	
78000	356337832	9409	2019	1466	502	0	494	466	0	0	0	0	0	
80000	365206807	9673	2069	1508	521	0	507	476	0	0	0	0	0	
82000	374122919	9905	2125	1543	538	0	520	489	0	0	0	0	0	
84000	383260706	10143	2173	1578	544	0	530	504	0	0	0	0	0	
86000	392361569	10383	2221	1611	560	0	546	516	0	0	0	0	0	
88000	401385297	10642	2279	1640	573	0	558	527	0	0	0	0	0	
90000	410607713	10873	2333	1673	586	0	569	540	0	0	0	0	0	
92000	419893749	11091	2377	1708	601	0	581	550	0	0	0	0	0	
94000	428878631	11327	2433	1741	618	0	593	560	0	0	0	0	0	
96000	437954196	11549	2494	1779	636	0	600	565	0	0	0	0	0	
98000	446876743	11776	2543	1817	653	0	614	580	0	0	0	0	0	
100000	455979159	12004	2594	1858	671	0	627	588	0	0	0	0	0	
102000	465070770	12228	2650	1894	683	0	638	598	0	0	0	0	0	
104000	474121937	12470	2692	1931	700	0	647	612	0	0	0	0	0	
106000	482956943	12732	2733	1973	714	0	660	622	0	0	0	0	0	
108000	491975377	12989	2774	2008	733	0	670	633	0	0	0	0	0	
110000	500886636	13244	2825	2034	744	0	685	646	0	0	0	0	0	
112000	509910859	13470	2883	2078	754	0	698	659	0	0	0	0	0	
114000	518892663	13703	2925	2123	768	0	715	671	0	0	0	0	0	
116000	527875467	13942	2973	2164	784	0	726	688	0	0	0	0	0	
118000	537006019	14167	3033	2197	799	0	734	697	0	0	0	0	0	
120000	545981350	14389	3097	2238	811	0	746	707	0	0	0	0	0	
122000	554866317	14632	3152	2275	824	0	755	725	0	0	0	0	0	
124000	563895156	14858	3200	2317	835	0	768	738	0	0	0	0	0	
126000	573119803	15067	3251	2348	851	0	783	754	0	0	0	0	0	
128000	582358473	15294	3294	2372	858	0	794	770	0	0	0	0	0	
130000	591179778	15533	3361	2413	875	0	805	781	0	0	0	0	0	
132000	600520327	15750	3407	2449	888	0	815	789	0	0	0	0	0	
134000	609569498	15973	3457	2491	906	0	831	806	0	0	0	0	0	
136000	618863850	16194	3505	2531	917	0	837	812	0	0	0	0	0	
138000	628198185	16427	3549	2568	931	0	847	827	0	0	0	0	0	
140000	637216516	16677	3607	2605	947	0	859	843	0	0	0	0	0	
142000	646656109	16879	3648	2639	957	0	866	853	0	0	0	0	0	
144000	655741839	17121	3711	2682	965	0	881	866	0	0	0	0	0	
146000	664903228	17369	3762	2716	983	0	893	874	0	0	0	0	0	
148000	673830098	17621	3809	2745	1001	0	910	891	0	0	0	0	0	
150000	682981773	17866	3858	2792	1016	0	924	903	0	0	0	0	0	
152000	692170253	18132	3906	2821	1029	0	934	916	0	0	0	0	0	
154000	701461972	18389	3944	2852	1039	0	940	928	0	0	0	0	0	
156000	710654688	18611	4013	2891	1055	0	955	939	0	0	0	0	0	
158000	719750046	18854	4070	2938	1069	0	967	955	0	0	0	0	0	
160000	728962585	19081	4107	2973	1088	0	985	979	0	0	0	0	0	
162000	738014584	19321	4154	3012	1098	0	994	991	0	0	0	0	0	
164000	747088934	19552	4204	3050	1115	0	1009	1006	0	0	0	0	0	
166000	756422343	19779	4260	3088	1127	0	1023	1025	0	0	0	0	0	
168000	765483357	20042	4312	3129	1135	0	1035	1033	0	0	0	0	0	
170000	774575528	20302	4364	3171	1148	0	1046	1044	0	0	0	0	0	
172000	783605561	20519	4419	3208	1161	0	1055	1056	0	0	0	0	0	
174000	792835272	20781	4461	3249	1174	0	1063	1065	0	0	0	0	0	
176000	802005135	21016	4498	3291	1191	0	1076	1085	0	0	0	0	0	
178000	811128263	21244	4553	3323	1202	0	1097	1099	0	0	0	0	0	
180000	820112098	21500	4628	3362	1211	0	1101	1113	0	0	0	0	0	
182000	829320687	21718	4677	3395	1222	0	1117	1124	0	0	0	0	0	
184000	838255338	21981	4730	3443	1230	0	1132	1132	0	0	0	0	0	
186000	847418250	22231	4784	3484	1238	0	1144	1148	0	0	0	0	0	
188000	856414497	22495	4828	3522	1248	0	1154	1156	0	0	0	0	0	
190000	865867864	22703	4881	3554	1262	0	1163	1169	0	0	0	0	0	
192000	875130988	22943	4921	3592	1273	0	1170	1183	0	0	0	0	0	
194000	884377109	23200	4972	3628	1281	0	1178	1201	0	0	0	0	0	
196000	893514321	23431	5029	3676	1292	0	1193	1212	0	0	0	0	0	
198000	902461211	23697	5074	3716	1310	0	1209	1218	0	0	0	0	0	
200000	911530884	23953	5131	3748	1328	0	1219	1234	0	0	0	0	0	
202000	920586523	24193	5183	3782	1349	0	1228	1252	0	0	0	0	0	
204000	929473608	24457	5245	3821	1362	0	1244	1267	0	0	0	0	0	
206000	938739798	24682	5292	3862	1375	0	1257	1276	0	0	0	0	0	
208000	947663373	24928	5342	3889	1388	0	1269	1288	0	0	0	0	0	
210000	956745091	25174	5385	3929	1400	0	1277	1302	0	0	0	0	0	
212000	965762888	25417	5438	3970	1412	0	1288	1313	0	0	0	0	0	
214000	975080326	25652	5478	4005	1421	0	1299	1324	0	0	0	0	0	
216000	984232754	25870	5532	4043	1434	0	1310	1342	0	0	0	0	0	
218000	993335586	26103	5588	4075	1451	0	1319	1353	0	0	0	0	0	
220000	1002384704	26341	5641	4114	1463	0	1326	1364	0	0	0	0	0	
222000	1011501327	26587	5697	4162	1472	0	1342	1381	0	0	0	0	0	
224000	1020703341	26827	5738	4199	1487	0	1350	1390	0	0	0	0	0	
226000	1029880915	27076	5783	4237	1494	0	1362	1404	0	0	0	0	0	
228000	1039023309	27317	5831	4275	1511	0	1371	1418	0	0	0	0	0	
230000	1048188751	27565	5873	4324	1523	0	1379	1433	0	0	0	0	0	
232000	1057230233	27801	5927	4361	1537	0	1390	1442	0	0	0	0	0	
234000	1066175304	28031	5985	4396	1547	0	1414	1453	0	0	0	0	0	
236000	1075145058	28280	6031	4431	1564	0	1426	1467	0	0	0	0	0	
238000	1084586515	28504	6074	4464	1576	0	1437	1475	0	0	0	0	0	
240000	1093738213	28731	6134	4509	1595	0	1449	1486	0	0	0	0	0	
242000	1102887735	28985	6194	4553	1607	0	1457	1498	0	0	0	0	0	
244000	1112026532	29217	6256	4600	1617	0	1471	1508	0	0	0	0	0	
246000	1121343519	29444	6310	4642	1626	0	1488	1521	0	0	0	0	0	
248000	1130654642	29678	6349	4674	1637	0	1497	1535	0	0	0	0	0	
250000	1139778604	29926	6418	4723	1656	0	1502	1541	0	0	0	0	0	
252000	1148923763	30149	6468	4767	1672	0	1517	1556	0	0	0	0	0	
254000	1157665737	30390	6526	4824	1680	0	1530	1583	0	0	0	0	0	
256000	1166478382	30645	6573	4864	1694	0	1543	1597	0	0	0	0	0	
258000	1175660884	30899	6638	4904	1702	0	1553	1607	0	0	0	0	0	
260000	1184844965	31151	6686	4944	1713	0	1561	1614	0	0	0	0	0	
262000	1193874760	31426	6738	4977	1734	0	1572	1624	0	0	0	0	0	
264000	1202905832	31687	6790	5030	1750	0	1584	1638	0	0	0	0	0	
266000	1211942305	31959	6840	5074	1762	0	1595	1647	0	0	0	0	0	
268000	1221296293	32186	6891	5112	1772	0	1608	1655	0	0	0	0	0	
270000	1230407363	32426	6946	5146	1789	0	1615	1667	0	0	0	0	0	
272000	1239539494	32684	6996	5185	1801	0	1631	1678	0	0	0	0	0	
274000	1248503328	32957	7045	5217	1815	0	1640	1694	0	0	0	0	0	
276000	1257879276	33173	7093	5252	1833	0	1653	1706	0	0	0	0	0	
278000	1266744787	33424	7146	5292	1848	0	1664	1724	0	0	0	0	0	
280000	1275881057	33667	7195	5334	1861	0	1679	1733	0	0	0	0	0	
282000	1285151013	33908	7251	5379	1869	0	1692	1747	0	0	0	0	0	
284000	1294168361	34147	7309	5430	1883	0	1694	1755	0	0	0	0	0	
286000	1303463227	34369	7359	5466	1896	0	1706	1769	0	0	0	0	0	
288000	1312522795	34592	7424	5506	1909	0	1710	1783	0	0	0	0	0	
290000	1321594326	34857	7478	5545	1921	0	1717	1796	0	0	0	0	0	
292000	1330769538	35092	7526	5589	1935	0	1730	1804	0	0	0	0	0	
294000	1340107579	35329	7579	5620	1947	0	1743	1816	0	0	0	0	0	
296000	1349244217	35560	7634	5660	1967	0	1755	1831	0	0	0	0	0	
298000	1358489267	35784	7676	5697	1981	0	1766	1840	0	0	0	0	0	
300000	1367678791	36030	7721	5729	1999	0	1778	1853	0	0	0	0	0	
302000	1376686070	36285	7785	5770	2010	0	1796	1866	0	0	0	0	0	
304000	1385762367	36541	7835	5809	2024	0	1806	1879	0	0	0	0	0	
306000	1394674043	36809	7881	5847	2034	0	1814	1888	0	0	0	0	0	
308000	1403916210	37043	7941	5886	2042	0	1831	1900	0	0	0	0	0	
310000	1412846142	37293	7982	5931	2054	0	1847	1914	0	0	0	0	0	
312000	1422201832	37502	8030	5966	2067	0	1862	1928	0	0	0	0	0	
314000	1431230219	37724	8076	6012	2083	0	1870	1938	0	0	0	0	0	
316000	1440393857	37950	8125	6036	2098	0	1881	1952	0	0	0	0	0	
318000	1449505452	38187	8177	6073	2110	0	1891	1960	0	0	0	0	0	
320000	1458510991	38446	8222	6104	2127	0	1904	1970	0	0	0	0	0	
322000	1467392560	38693	8272	6151	2134	0	1923	1982	0	0	0	0	0	
324000	1476634527	38940	8314	6186	2147	0	1936	2000	0	0	0	0	0	
326000	1485694597	39170	8363	6233	2157	0	1952	2017	0	0	0	0	0	
328000	1494895557	39396	8418	6261	2167	0	1961	2030	0	0	0	0	0	
330000	1504201870	39633	8458	6292	2178	0	1973	2046	0	0	0	0	0	
332000	1513139282	39880	8497	6335	2189	0	1985	2054	0	0	0	0	0	
334000	1522189265	40118	8543	6371	2192	0	1996	2072	0	0	0	0	0	
336000	1531239119	40372	8596	6413	2198	0	2007	2083	0	0	0	0	0	
338000	1540230033	40587	8642	6462	2209	0	2022	2101	0	0	0	0	0	
340000	1549292600	40811	8709	6495	2223	0	2035	2109	0	0	0	0	0	
342000	1558546254	41052	8760	6523	2238	0	2053	2123	0	0	0	0	0	
344000	1567808430	41262	8799	6562	2255	0	2062	2133	0	0	0	0	0	
346000	1576838356	41492	8844	6599	2269	0	2076	2151	0	0	0	0	0	
348000	1585778517	41738	8895	6625	2282	0	2093	2172	0	0	0	0	0	
350000	1594857266	41983	8945	6661	2292	0	2099	2183	0	0	0	0	0	
352000	1604162004	42191	8992	6697	2308	0	2114	2195	0	0	0	0	0	
354000	1613118105	42428	9047	6747	2322	0	2129	2207	0	0	0	0	0	
356000	1622048279	42676	9099	6784	2339	0	2136	2219	0	0	0	0	0	
358000	1631171915	42893	9157	6823	2351	0	2151	2229	0	0	0	0	0	
360000	1640451233	43111	9202	6883	2361	0	2161	2238	0	0	0	0	0	
362000	1649608140	43336	9243	6927	2369	0	2172	2250	0	0	0	0	0	
364000	1658650756	43565	9300	6962	2379	0	2184	2273	0	0	0	0	0	
366000	1667827468	43803	9353	6996	2396	0	2195	2282	0	0	0	0	0	
368000	1676827949	44055	9412	7036	2410	0	2199	2296	0	0	0	0	0	
370000	1685766517	44311	9463	7079	2421	0	2213	2305	0	0	0	0	0	
372000	1695082134	44527	9511	7113	2436	0	2225	2315	0	0	0	0	0	
374000	1704233243	44770	9571	7153	2445	0	2234	2326	0	0	0	0	0	
376000	1713283255	45024	9610	7190	2455	0	2246	2345	0	0	0	0	0	
378000	1722351374	45250	9669	7232	2469	0	2259	2356	0	0	0	0	0	
380000	1731612947	45469	9718	7273	2485	0	2270	2369	0	0	0	0	0	
382000	1740799487	45715	9756	7311	2498	0	2276	2382	0	0	0	0	0	
384000	1749994669	45937	9809	7349	2518	0	2293	2391	0	0	0	0	0	
386000	1759125919	46168	9858	7381	2540	0	2304	2407	0	0	0	0	0	
388000	1768132444	46389	9914	7419	2558	0	2318	2420	0	0	0	0	0	
390000	1777035994	46626	9966	7456	2574	0	2328	2431	0	0	0	0	0	
392000	1786166929	46864	10015	7498	2585	0	2341	2445	0	0	0	0	0	
394000	1795536976	47077	10055	7542	2593	0	2351	2458	0	0	0	0	0	
396000	1804528941	47334	10108	7580	2602	0	2368	2465	0	0	0	0	0	
398000	1813298294	47585	10167	7629	2620	0	2382	2479	0	0	0	0	0	
400000	1822279529	47835	10220	7664	2636	0	2395	2491	0	0	0	0	0	
402000	1831208754	48084	10266	7705	2646	0	2413	2503	0	0	0	0	0	
404000	1840373094	48296	10304	7743	2658	0	2424	2510	0	0	0	0	0	
406000	1849561324	48511	10348	7783	2673	0	2431	2519	0	0	0	0	0	
408000	1858810930	48726	10402	7811	2689	0	2444	2526	0	0	0	0	0	
410000	1868161183	48956	10442	7846	2706	0	2455	2539	0	0	0	0	0	
412000	1877379079	49180	10489	7893	2719	0	2464	2549	0	0	0	0	0	
414000	1886396735	49421	10537	7938	2725	0	2479	2554	0	0	0	0	0	
416000	1895680642	49639	10583	7973	2745	0	2488	2564	0	0	0	0	0	
418000	1904827080	49875	10638	8011	2758	0	2499	2577	0	0	0	0	0	
420000	1914000935	50106	10688	8054	2778	0	2514	2591	0	0	0	0	0	
422000	1923138745	50338	10751	8089	2790	0	2526	2608	0	0	0	0	0	
424000	1932089243	50596	10811	8134	2807	0	2535	2623	0	0	0	0	0	
426000	1941501006	50808	10858	8174	2823	0	2551	2634	0	0	0	0	0	
428000	1950598942	51046	10898	8208	2835	0	2569	2641	0	0	0	0	0	
430000	1959738299	51286	10949	8252	2840	0	2578	2652	0	0	0	0	0	
432000	1968865660	51522	11008	8292	2849	0	2592	2661	0	0	0	0	0	
434000	1977910816	51778	11049	8334	2865	0	2601	2677	0	0	0	0	0	
436000	1987003052	52010	11094	8369	2878	0	2611	2692	0	0	0	0	0	
438000	1996088090	52256	11139	8405	2896	0	2621	2699	0	0	0	0	0	
440000	2005034420	52490	11204	8441	2909	0	2631	2717	0	0	0	0	0	
442000	2014244480	52711	11258	8480	2920	0	2642	2731	0	0	0	0	0	
444000	2023425017	52939	11307	8512	2933	0	2650	2742	0	0	0	0	0	
446000	2032298952	53193	11343	8561	2944	0	2669	2752	0	0	0	0	0	
448000	2041683436	53414	11387	8596	2957	0	2676	2766	0	0	0	0	0	
450000	2050656278	53665	11447	8637	2971	0	2687	2778	0	0	0	0	0	
452000	2059667100	53908	11485	8672	2986	0	2705	2790	0	0	0	0	0	
454000	2068988368	54108	11540	8710	2999	0	2720	2803	0	0	0	0	0	
456000	2078264679	54348	11581	8749	3011	0	2733	2813	0	0	0	0	0	
458000	2087415120	54586	11628	8782	3025	0	2745	2824	0	0	0	0	0	
460000	2096575057	54827	11677	8819	3040	0	2758	2836	0	0	0	0	0	
462000	2105634723	55042	11729	8873	3058	0	2772	2852	0	0	0	0	0	
464000	2114675439	55272	11781	8910	3077	0	2782	2865	0	0	0	0	0	
466000	2123610974	55542	11835	8961	3089	0	2798	2880	0	0	0	0	0	
468000	2132706511	55790	11881	8995	3101	0	2814	2891	0	0	0	0	0	
470000	2141762917	56025	11932	9038	3111	0	2828	2900	0	0	0	0	0	
472000	2151013551	56266	11989	9071	3121	0	2843	2912	0	0	0	0	0	
474000	2159926695	56517	12031	9115	3140	0	2853	2924	0	0	0	0	0	
476000	2168978314	56785	12080	9150	3158	0	2861	2937	0	0	0	0	0	
