S1_2_Ka
4.233115120230395e-06
4.257516524699258e-06
5.02859103131365e-06
4.883302314560913e-06
4.386778719274848e-06
4.13962262655514e-06
4.001379654583776e-06
3.9725062628792885e-06
4.092224849580794e-06
4.020224770631627e-06
4.005580051162312e-06
3.962073970540428e-06
3.94105247514619e-06
3.873611681984442e-06
3.7978991691874733e-06
