S20_2_Ka
8.11072323949774e-06
7.717061942358385e-06
6.7034897501937475e-06
6.352153728729583e-06
6.161889241330828e-06
5.435614745599987e-06
5.427590296674809e-06
5.331995703891032e-06
5.617329035872307e-06
5.599046007462232e-06
5.546677037363006e-06
6.3036495317601726e-06
6.189733421166441e-06
6.0343470802368e-06
6.02298124825338e-06
