2000	9934445	158	38	61	0	0	0	0	0	0	0	0	0	
4000	20227964	322	82	130	0	0	0	0	0	0	0	0	0	
6000	30438975	445	135	188	0	0	0	0	0	0	0	0	0	
8000	40577985	565	174	261	0	0	0	0	0	0	0	0	0	
10000	50537129	712	224	336	0	0	0	0	0	0	0	0	0	
12000	60552577	864	281	420	0	0	0	0	0	0	0	0	0	
14000	70287441	973	316	478	0	0	0	0	0	0	0	0	0	
16000	80599955	1174	383	547	0	0	0	0	0	0	0	0	0	
18000	90212092	1307	450	627	0	0	0	0	0	0	0	0	0	
20000	100154868	1463	500	687	0	0	0	0	0	0	0	0	0	
22000	110097856	1643	565	755	0	0	0	0	0	0	0	0	0	
24000	120153085	1824	640	815	0	0	0	0	0	0	0	0	0	
26000	130207406	2000	698	903	0	0	0	0	0	0	0	0	0	
28000	140661812	2197	778	978	0	0	0	0	0	0	0	0	0	
30000	150791170	2311	832	1040	0	0	0	0	0	0	0	0	0	
32000	160770668	2504	896	1108	0	0	0	0	0	0	0	0	0	
34000	170924176	2655	941	1169	0	0	0	0	0	0	0	0	0	
36000	181122878	2796	986	1239	0	0	0	0	0	0	0	0	0	
38000	191053762	2906	1036	1297	0	0	0	0	0	0	0	0	0	
40000	201111125	3084	1089	1359	0	0	0	0	0	0	0	0	0	
42000	210994307	3260	1150	1427	0	0	0	0	0	0	0	0	0	
44000	221133163	3391	1195	1486	0	0	0	0	0	0	0	0	0	
46000	231234706	3513	1236	1556	0	0	0	0	0	0	0	0	0	
48000	241491923	3680	1292	1625	0	0	0	0	0	0	0	0	0	
50000	251535053	3841	1353	1705	0	0	0	0	0	0	0	0	0	
52000	261440317	3983	1404	1764	0	0	0	0	0	0	0	0	0	
54000	271458538	4120	1444	1819	0	0	0	0	0	0	0	0	0	
56000	281468381	4263	1494	1886	0	0	0	0	0	0	0	0	0	
58000	291563220	4475	1563	1942	0	0	0	0	0	0	0	0	0	
60000	301766724	4680	1619	2020	0	0	0	0	0	0	0	0	0	
62000	311327025	4763	1651	2088	0	0	0	0	0	0	0	0	0	
64000	321179709	4949	1710	2156	0	0	0	0	0	0	0	0	0	
66000	331213416	5100	1757	2230	0	0	0	0	0	0	0	0	0	
68000	341252642	5265	1802	2301	0	0	0	0	0	0	0	0	0	
70000	351387745	5364	1843	2362	0	0	0	0	0	0	0	0	0	
72000	361430570	5493	1886	2426	0	0	0	0	0	0	0	0	0	
