5000	5000	0:01:38.092000
10000	5000	0:01:41.083000
15000	5000	0:01:41.165000
20000	5000	0:01:37.520000
25000	5000	0:01:37.940000
30000	5000	0:01:40.331000
35000	5000	0:01:43.408000
40000	5000	0:03:07.954000
45000	5000	0:01:45.082000
50000	5000	0:01:43.012000
55000	5000	0:01:42.541000
60000	5000	0:01:43.044000
65000	5000	0:01:47.045000
70000	5000	0:01:48.260000
