cat	PC1	PC2	PC3	PC4	PC5	PC6	PC7
Control1	-1.0858615851165878	0.030982477739622344	0.4459595448141594	-0.6381006199285546	0.15189868901015863	0.3473454737219773	1.3375691254665092e-15
Control2	-0.6147979223875061	-0.07171967041103101	-0.07081578294890666	-0.3485847924288242	0.17692957803982576	-0.5650434153970524	1.7502687635912064e-15
Patchy	-1.3154576954851858	-0.16297238426761135	0.709921238930021	0.6520377610939153	-0.15608776820919498	-0.04688181260037235	1.3375822382011933e-15
ShuffleD	-1.262620713792786	0.7275669470503879	-0.8502591213770044	0.2207470853313854	-0.03173249075153529	0.11799903947705759	2.477378254983718e-15
mutant	1.0335506164308212	-0.3311058548416538	-0.17213106028020259	-0.23067699645335765	-0.695035246485413	0.011734757294531734	1.66471294173889e-15
negative	2.3973277767079852	0.7741031576011244	0.3433920797689639	0.11327289854274718	0.17873278054899533	-0.006040985860443787	1.95440538310926e-15
positive	0.8478595236432548	-0.9668546728708393	-0.4060668989070314	0.23130466384268777	0.37529445784716314	0.1408869433643002	1.8830082368230218e-15
