sample	time	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	cat
ASK454	180	-0.3986971028542868	0.32378075643756427	-0.34842376293334265	0.37637868251042955	-0.35210112170301505	0.04546703003761018	-0.498729979528962	0.24759339732696395	0.3620313919009543	-0.24838150036691994	-0.3416897967340189	0.7621727863271597	0.8009571260681426	-0.041222708131696664	-0.05494105808403556	-0.30790883547467696	-0.0858929065876588	0.14142075428170228	0.029145424274834634	0.17366626642110525	-0.040558855410834566	-0.021225139525593625	-0.014461556139881666	-0.08910216040252593	0.022068410144877003	0.027003601645423616	-0.030481607890836444	-1.5176040271159621e-15	mutant
ASK454	240	-0.477665951040681	0.02128170899408945	0.21430379443480743	0.13170099905989915	-0.2140229313467358	-0.03818633180088677	-0.0992449566735176	-0.13812365055475195	0.2363437336932596	-0.27911996821104135	-0.09655652360828856	-0.3735108295711835	-0.45828438888426287	-0.19015150693456875	-0.8891028126667647	-0.2075663993622299	-0.4238840275872133	0.18426560152772845	0.15030445838720055	0.3437745664363419	0.07211391487439753	0.045106435943559224	-0.1385255967456244	-0.20401647528811512	-0.031824469569265476	0.042246712509710356	-0.00392878396721021	-1.5101786403687042e-15	mutant
ASK455	180	0.5276132755605937	-0.21628980706113324	-0.3968665425363298	0.39181843886419204	0.12242885011602887	-0.6200433091449797	-0.5708322765879653	0.10688966408073018	-0.30263107837452197	0.3014251335192882	7.538100947546715e-4	-0.09966220447299776	-0.21367977996234896	0.30020381240036764	0.310672725908005	-0.0012940865733473657	-0.7336346090792759	0.3033254852178277	-0.1535401160081606	-0.20206294611136105	-0.2747719241229461	-0.013953677372679751	-0.06005574067105807	-0.011235728167684918	0.16537491818348357	-0.04785398383843352	-0.046924896477080646	-1.4823117685287512e-15	positive
ASK455	240	0.41819519075840145	-0.47241399175329946	-0.2167952699041193	0.6013717964710796	0.21460704805048395	-0.5060888601864578	-0.2842151383002872	0.6991107190113336	-0.3766736452497149	-0.4649251411592061	0.42625624723964	0.3487829038769269	-0.3686718491556655	-0.4507711502111798	-0.057325769387796315	0.21785432776860408	0.3832143477012943	-0.11201714518970655	0.11630052680626403	0.0045425445426397915	0.15779265487949992	0.062049481413240355	-0.05599260393391936	-0.03608363848608606	-0.08832592413862575	-0.027836319058921685	-0.028241005687230265	-1.5199307112836815e-15	positive
ASK458	180	-0.40714806800706244	0.20216596835305953	0.285492529686949	0.18909478098231164	-0.24376246178244862	0.1317660249822292	-0.1914828313919647	0.11041816524660847	0.35162696271659327	-0.42750537092882	-0.6319159589625741	-0.3549788869089691	-0.4829420852636617	-0.12180299507774571	0.845437619643864	-0.1086432269284587	0.10287717731221718	-0.14432002892590123	-0.051461539977860564	0.2498109061385489	-0.03467560085828228	0.00885994327755372	0.12883176890881373	-0.09834434826736113	-0.08623648700972605	-0.0030299928123151475	0.007113949015957337	-1.3135739854320219e-15	mutant
ASK458	240	-0.4417991378561293	-0.108960224542567	0.4534955615719994	0.1810921428793004	-0.24083069153040548	0.07673615116909002	0.025795792034217058	0.13029126189045784	0.24120232616519094	-0.19535002633691526	-0.368565034654219	-0.14913517169905205	-0.016213829847036003	-0.21032539685806897	-0.27319068119751555	0.03398293619009258	0.1884544595856053	0.2283576534932401	0.05507944794798828	-0.8704425568003237	-0.0573332014360891	-0.14188711870358814	0.23806932652351218	0.10565458641262918	0.20853032767680307	-0.10330611145084927	0.08053862472054579	-1.589927706830847e-15	mutant
ASK459	180	0.321478759019678	-0.7196465200095362	0.3693467898716216	0.4700231406171702	0.1082204696990539	-0.09375155033722066	-0.1233519379817123	0.35848775371461417	0.24301348636340786	-0.22657354693356438	0.30705255333988474	-0.7642358668867466	0.6101117257623347	0.6319363414078635	-0.07922006516069063	-3.5912224672931544e-4	0.15391473551846951	-0.14488379448457564	-0.065317916178905	0.1080798269113032	0.08734954775913628	-0.07233531503455612	0.03196452237716084	0.058607694996411844	-0.0801117649574101	0.0567499073346603	0.04511395192589404	-1.6720291682761729e-15	positive
ASK459	240	0.08265893351493436	-1.0528373086756404	1.210233156716235	0.5680330232500406	0.6997256703090776	-0.002847413304464798	0.04292852679281065	-0.5772575102588511	0.045057873057520154	0.5196049551217372	-0.22109896473872845	0.3944296701054172	0.014526809042105309	-0.17849979895491072	0.06454759600822094	-0.1952915584042908	-0.009388392434594293	-0.10048417612872987	0.07865684324546834	0.09893551322309604	0.04598328635015216	0.06241585584414147	-0.021342343863382122	0.0654532001279332	0.006302590691356866	0.018056263472635597	0.007022111922288459	-1.5326318540501465e-15	positive
ASK460	180	-1.4841228817337382	-0.10297060906013573	-0.5752488083227925	-0.26728528886565656	0.24235354779677407	-0.2065521404612725	0.017078909790743873	-0.021605684885033435	-0.054603416335742706	0.12606257774432472	0.10147137541371153	0.04814130262305382	-0.08886994540711124	0.09983869234532487	-0.050990146314623654	-0.020071989775655056	-0.09513708900324346	-0.06062731439645161	0.44732426107927264	0.20279374755846935	-0.05093076463466569	-0.1032780177708688	0.6954603903000866	0.42134494114083526	-0.04804433158794199	0.09437011699493146	0.019098731445162453	-1.6178272816249245e-15	negative
ASK460	240	-1.6388661420620347	-0.2104843658898869	-0.35566082607509986	-0.25243593562138594	0.19071150708711979	0.010521051755534866	0.10275933110351174	-0.03298692543001967	-0.09142534956376164	0.009301015790348869	-0.027537295518193842	-0.08789057921047025	0.11662824200896185	0.15121028873651063	0.0448733977552427	0.03410601809748236	0.08046522592347054	-0.17981523311134073	0.06375267941236291	-0.1771308540100307	0.003273954118376213	0.8466512497453169	-0.08468347217718698	-0.30320912529978744	0.2254743942258117	0.06064851187937946	-0.056861169811339526	-1.604963045630519e-15	negative
ASK461	180	-1.5933846055870802	-0.30061608360445	-0.40495989182115416	-0.3210908050282584	0.1942528133121303	0.10177985928634666	0.04488314959724803	0.0011612223590318296	-0.09063148199911145	0.04107066708128167	-0.1447517705112362	0.010254261385688605	0.0221490381927789	0.10394218209939926	0.11330746782524723	0.10027005679579168	-0.11532904411113085	-0.34894108087331654	0.3368722206769348	-0.16206893814751736	0.09549779517283284	-0.5458561316799283	-0.586260432628463	-0.0907977469154182	-0.0921037858865823	-0.12099834272389694	0.057040329444945734	-1.4235872495311538e-15	negative
ASK461	240	-1.8074258542263566	-0.5332702867745942	-0.07272740890237199	-0.30331020215172627	0.10536198684764565	0.13871867805918625	0.12584551643779054	-0.09538729545091015	-0.14585664114802716	-0.07643960007423786	0.179255200576887	0.09324833104117704	-0.023197944898502194	-0.07940584400691557	-0.01978111392925402	0.13365793558778746	0.1749473685788005	0.43875479165860476	-0.8531944450886673	0.16848000114776054	-0.0356193626906002	-0.1850447198568681	0.042252499904750364	-0.013838440846241275	-0.07657658345027712	-0.05046263962567297	-0.018781633038365747	-1.6414619751590425e-15	negative
ASK468	180	-0.3293183312785938	0.6810787398631905	-0.07425313371362474	0.27628421041517515	-0.19735982337172672	0.09005438913320626	-0.07873510862385244	0.6097599390747502	0.38202368878089565	1.245212289757874	0.13434807267512067	-0.15119988497543355	-0.16599399637979823	-0.10904467118670952	-0.08465457115575727	-0.013315740864269454	0.34810747002902875	0.0038882075578681556	-0.04402041787493357	0.08809838047240587	-0.0380172545802163	-0.041884384412521444	-0.07145919431192796	-0.07584095387546043	0.027562345872462018	0.04536197684649425	-0.010010138176978352	-1.5888814624762989e-15	ShuffleD
ASK468	240	-0.6060079754829841	0.40372655429762555	0.5713416885097559	0.13202201620976795	-0.751927837113064	0.17840531951969593	0.04979615822892376	-0.3269983916588862	-0.23181384115928558	-0.061845185370610095	0.9822239582865755	-0.10275977648759413	0.1915710622304876	-0.39087015451328755	0.33455861892770883	-0.3355950674483287	-0.24581769848055443	-0.12703355425116863	0.08740442419349977	-0.0951850627105138	-0.03666452982975716	-0.02092473169650014	0.02453471277103001	-0.02134775341846384	0.030762739644604662	-0.07345999795578234	-0.0026040338420821488	-1.4788316146832811e-15	ShuffleD
ASK469	180	0.07594569650721456	1.5708849611720639	0.48510471643308645	-0.22736275818409044	1.3790411917016823	-0.0532312210117504	-0.12422892211994503	-0.00515631833768532	0.11028001263929171	-0.28711787656514365	0.20403925870787953	-0.03173515432613325	0.09248017718785477	0.013183113792263943	-0.005325398466849132	0.023339548470833336	-0.02062096654814426	0.05968049116428275	-0.039778693210569954	-0.04405578297658564	-0.03302180004324026	-0.057866658009151306	0.01030460915286125	-0.08203111513863556	0.015027992487601644	-0.06685724122625122	0.0013244859497166955	-1.5387934930717812e-15	ShuffleD
ASK469	240	-0.07768243123545608	0.5873483184714947	0.7954232759086959	8.11081240862016e-4	-0.38152511539752687	-0.04374557715017906	0.5510167272885297	0.47095052497862055	-1.0726588259758059	0.025170279504589405	-0.4390139804556726	0.15063479097334895	0.006387913545874696	0.4136559514166571	-0.11335217510191928	-0.12091377019886315	-0.013122044391156114	9.712249309764235e-4	-0.008376371414010441	0.09614402204080015	0.06815022068814695	0.005339755399695957	0.008268017468634916	0.04712406137098069	-0.037586345986609766	0.0361571021891985	0.015880997778114823	-1.607161391889791e-15	ShuffleD
ASK470	180	0.9339010587970622	-0.24089324392143793	-0.26273145098786443	-0.17702659959841574	0.16960092945036317	1.50501103264558	-0.7237478083795664	0.04305496967753803	-0.42457774873905163	0.018228230508499397	0.03943299655083466	-0.042305208182782494	-0.12616321793342647	0.056851416465819544	-0.04902172446694564	-0.01318838072185705	0.025660242987677044	0.09940780563017913	0.0860651317541978	-0.011952042384044887	0.03388062895985023	0.06436567027017862	0.01367366367332999	0.10721318412576927	0.01160745008566643	0.034212476630363226	0.010447658858047063	-1.549746969988543e-15	Patchy
ASK470	240	0.8979902210472976	-0.4263846493990914	0.6882478266791047	-1.6803688209944496	-0.290803247391118	-0.4774213166091088	-0.4940099470031262	0.2548047054988712	0.20909669037514342	0.09626293253786153	0.03753883208659939	0.11926944306270945	0.027498736394431775	-0.036935643231344614	0.023305135522909616	-0.030859951089228524	0.03376460368462772	0.009888215539421655	0.04259648891617003	0.030908492347599594	0.05669442373084784	0.059170619982166835	-0.02435262379106778	0.013536550229559186	-0.016583478678471247	-0.04392439227537309	0.0166239078564067	-1.6217181010974556e-15	Patchy
ASK471	180	1.0248524837002189	-0.1272744870606548	-0.6496604485555574	-0.1998772871519686	0.2383994636225238	-0.2021831070539285	0.3507775373657966	-0.08900178543531488	-0.43521512000334334	0.14557075026857572	-0.3770454629173504	-0.5765533403808373	0.5545652488614782	-0.8019123070253044	0.06435711664325197	-0.0828396239072666	0.03506449195971704	0.12447071175370762	0.037994614022787206	0.12393271795573339	-0.03930759465024929	-0.028117162582696743	-0.008996072416071654	-0.025807025027172914	0.025939732676931365	0.027008065893262195	0.04430185289513906	-1.5280956903436305e-15	Patchy
ASK471	240	0.857074053146786	-0.4078698869542923	-0.1696552094244144	-0.1389542302265936	0.19715862327702344	0.43204642217686645	1.1310327575372918	0.6113275328301927	0.5443585793401495	-0.12762475436545495	0.2218699235359809	0.24854364508545265	-0.11156604645358682	0.02694799468634874	0.2093331232909898	-0.06464004318084156	-0.39152980718752384	0.25060208174825305	0.0928955884554674	-0.013276045211078115	-0.00960710087009504	0.0751611489242506	-0.06132373161252014	0.04575066388924148	-0.00463238580267966	0.014786503770446071	0.004842878392512529	-1.5132587557252684e-15	Patchy
ASKFG1	180	0.3447318705057491	0.26264563358127585	-0.1930679234897998	0.07804718338802091	-0.15559149968014072	-0.02318773822112094	0.08608906155367387	-0.16961429942503387	0.15188067313566322	-0.027112319957138843	-0.13420069368410512	-0.05280395888456081	5.672139162010952e-4	-0.006630792959152762	-0.13381547188485388	0.0833764120332551	-0.016199844104606013	-0.25331777799204747	-0.17780696751500807	0.03706165031398301	0.09804718266184617	0.1603741392151305	-0.15832223289907332	0.5491226765782974	0.0074762266878794495	-0.4643636854414287	-0.5179188929832633	-1.4899062552510146e-15	Control2
ASKFG1	240	0.2055324777869438	0.22411996367166173	0.17523849602075758	0.1668701014963043	-0.36139604766281047	-0.06082296588600587	0.0641793906343886	-0.5114862955205297	0.04553385659284551	0.033787212986645804	0.04959098912370393	0.02410279368209983	0.11394090049270829	0.17259379543780476	0.18960793323962843	0.8422050156368573	0.1768075759091037	0.6025986661278487	0.43029289812886873	0.1408885759018687	0.12619678360022207	0.040444621706835715	-0.065910321953613335	-0.09703031024696838	-0.05889625036169472	-0.05144813867116633	-0.04889601409873641	-1.5537636595465323e-15	Control2
ASKFG2	180	0.3697390813976836	0.3507322801314611	-0.33675379782850934	0.13115269843984528	-0.16810283636482445	-0.1336607136824192	0.0031304826412983044	-0.276747291623706	0.126394760231469	1.9366679725949315e-4	-0.012808533758812204	0.10366017192811873	-0.08031520900181079	0.05438989156242569	-0.04107843045259502	0.08028947192524834	-0.03552689019697694	-0.13513545305937985	-0.22148815274022696	0.02807130345669668	0.18366827138324526	0.22705113352496384	-0.1543721781363514	0.3640326023550215	-0.02840162398188802	-0.12659456726775675	0.713881516444162	-1.4755600968732155e-15	Control2
ASKFG2	240	0.21291219959718058	0.2788559448240002	0.008156886148443981	-0.025668080848251375	-0.14382134458917775	-0.06693032403268574	-7.349912211378321e-4	-0.2088412073530675	0.10988959597710614	-0.08874940447146389	-0.02687670812188973	0.052459298183124385	-0.01763610889031958	-0.10032756538682919	-0.02790944466887915	0.2619994178787692	-0.10241643605997466	-0.2002975528764417	-0.1951350141734665	-0.2050759426761292	-0.03627966663227952	-0.0019611515254660283	-0.1765364248797277	0.25960420984930355	-0.17491762989500137	0.8085642219699497	-0.16322947013975067	-1.5145345221674657e-15	Control2
ASKGS1	180	0.7484069803965787	0.06203372508218978	-0.6353305472353243	-0.05621799405339363	-0.0037589508313013035	-0.2904361285259589	0.1519020013111746	-0.5369864283548064	-0.004221888529200292	-0.05609896946646318	0.11543797955119961	0.04219641433731995	-0.2688399130476632	0.3962507019395884	0.06557076439644836	-0.7968246797704541	0.5369877081874516	0.296734659123648	0.08314966463057473	-0.14259084892027163	0.16288237157696397	-0.0768177679900722	-0.09646432415284321	-0.05808312065576157	-0.061218232096002856	0.08666075340362318	-0.09313515686439534	-1.4443856464632358e-15	Control1
ASKGS1	240	0.6963302886998995	-0.02073911929182255	-0.21072437174379918	0.01066950999972102	-0.100933788289076	0.05118659089033019	0.11414991830814061	-0.21248852231713594	0.011111226925104972	0.11088909647515315	-0.039263029445030496	0.11550143866186274	0.014384042551257073	0.08687868444241842	-0.18510289153004983	0.11540449327483925	-0.04614064605234968	-0.2787262973285728	-0.08239984531688122	-0.1980118324145052	-0.4015823017670785	0.06812495095484825	0.24742701901705566	-0.36247776155686323	-0.7154781794873065	-0.1981850780288805	0.011281451228256252	-1.5177710648303622e-15	Control1
ASKGS2	180	0.846251404362284	0.05369221405644159	-0.29956197448145994	-0.004203601298946297	-0.10888079056233425	0.030471895077208364	0.1156158444033159	-0.21298150402759997	0.0445957223895962	0.10325405977290232	-0.02041852347654416	0.13701671956803452	-0.03171497916962827	0.07790873333614831	-0.04020526218377898	0.21535048642594645	-0.20487054849727582	-0.37506719813585104	-0.24928536971758677	-0.01976618317237619	0.625336425595185	-0.23597300925107195	0.38147998142765727	-0.407680006551201	0.3241348053024306	0.013991509236266915	-0.06277909301847336	-1.5938724925753837e-15	Control1
ASKGS2	240	0.6985045065659009	-0.08169618493757178	-0.0539633540258936	-0.05156820180098939	-0.14704361365420254	0.026924252675553748	0.21233279278318137	-0.22818674505638337	0.015868456793374775	-0.20918920365936478	0.08247107940389142	0.13635689114526522	-0.11167894195979741	0.13210893440877253	-0.1605544825092117	0.15747635586098888	0.2992455429442168	-0.28369974300180273	0.003970177284387028	0.2464305206663857	-0.7284975038243664	-0.17799002079031942	-0.04320766121218025	-0.06051866093223329	0.5306755392095773	0.012502766600382603	0.04927944811859269	-1.617921699527555e-15	Control1
