3.40534E-02	1.58388E-02	8.84799E-05	1.61838E-02
3.42802E-02	1.61028E-02	8.75214E-05	1.61063E-02
3.45069E-02	1.58861E-02	8.69843E-05	1.60293E-02
3.47336E-02	1.58894E-02	8.70241E-05	1.59528E-02
3.49603E-02	1.58720E-02	8.61399E-05	1.58766E-02
3.51870E-02	1.56833E-02	8.61269E-05	1.58009E-02
3.54137E-02	1.56493E-02	8.57314E-05	1.57256E-02
3.56405E-02	1.55398E-02	8.63462E-05	1.56506E-02
3.58672E-02	1.55681E-02	8.47563E-05	1.55761E-02
3.60939E-02	1.53196E-02	8.36067E-05	1.55019E-02
3.63206E-02	1.53924E-02	8.38263E-05	1.54282E-02
3.65473E-02	1.52995E-02	8.45692E-05	1.53548E-02
3.67740E-02	1.52659E-02	8.45073E-05	1.52818E-02
3.70008E-02	1.51243E-02	8.29770E-05	1.52091E-02
3.72275E-02	1.49724E-02	8.37686E-05	1.51368E-02
3.74542E-02	1.49856E-02	8.21066E-05	1.50649E-02
3.76809E-02	1.48836E-02	8.21496E-05	1.49933E-02
3.79076E-02	1.49673E-02	8.14371E-05	1.49221E-02
3.81344E-02	1.47447E-02	8.12569E-05	1.48512E-02
3.83611E-02	1.49656E-02	8.13249E-05	1.47806E-02
3.85878E-02	1.46595E-02	8.14156E-05	1.47104E-02
3.88145E-02	1.47954E-02	8.17221E-05	1.46405E-02
3.90412E-02	1.45397E-02	7.98576E-05	1.45709E-02
3.92679E-02	1.45183E-02	7.86493E-05	1.45017E-02
3.94947E-02	1.44652E-02	7.94388E-05	1.44327E-02
3.97214E-02	1.42292E-02	7.95278E-05	1.43641E-02
3.99481E-02	1.43882E-02	7.99388E-05	1.42958E-02
4.01748E-02	1.42381E-02	7.81629E-05	1.42278E-02
4.04015E-02	1.42568E-02	7.88285E-05	1.41601E-02
4.06282E-02	1.40799E-02	7.89077E-05	1.40927E-02
4.08550E-02	1.39975E-02	7.87716E-05	1.40256E-02
4.10817E-02	1.42009E-02	7.67562E-05	1.39588E-02
4.13084E-02	1.39119E-02	7.64403E-05	1.38922E-02
4.15351E-02	1.37218E-02	7.67939E-05	1.38260E-02
4.17618E-02	1.37869E-02	7.67540E-05	1.37601E-02
4.19885E-02	1.36439E-02	7.69709E-05	1.36944E-02
4.22153E-02	1.35917E-02	7.61739E-05	1.36290E-02
4.24420E-02	1.36178E-02	7.55318E-05	1.35640E-02
4.26687E-02	1.33769E-02	7.52933E-05	1.34991E-02
4.28954E-02	1.34428E-02	7.58292E-05	1.34346E-02
4.31221E-02	1.34316E-02	7.50640E-05	1.33704E-02
4.33489E-02	1.31700E-02	7.45276E-05	1.33063E-02
4.35756E-02	1.32191E-02	7.48893E-05	1.32426E-02
4.38023E-02	1.32079E-02	7.54445E-05	1.31792E-02
4.40290E-02	1.31653E-02	7.35174E-05	1.31160E-02
4.42557E-02	1.31062E-02	7.38756E-05	1.30531E-02
4.44824E-02	1.30071E-02	7.30413E-05	1.29904E-02
4.47092E-02	1.28876E-02	7.27091E-05	1.29280E-02
4.49359E-02	1.30293E-02	7.38171E-05	1.28659E-02
4.51626E-02	1.28618E-02	7.25914E-05	1.28040E-02
4.53893E-02	1.27604E-02	7.22298E-05	1.27424E-02
4.56160E-02	1.24968E-02	7.23708E-05	1.26810E-02
4.58427E-02	1.25923E-02	7.19254E-05	1.26199E-02
4.60695E-02	1.26289E-02	7.21274E-05	1.25590E-02
4.62962E-02	1.26019E-02	7.17095E-05	1.24984E-02
4.65229E-02	1.24954E-02	7.05087E-05	1.24381E-02
4.67496E-02	1.24833E-02	7.17836E-05	1.23780E-02
4.69763E-02	1.23109E-02	7.16377E-05	1.23181E-02
4.72031E-02	1.22772E-02	7.11725E-05	1.22585E-02
4.74298E-02	1.21608E-02	6.97940E-05	1.21991E-02
4.76565E-02	1.22270E-02	7.01282E-05	1.21400E-02
4.78832E-02	1.21296E-02	6.98285E-05	1.20811E-02
4.81099E-02	1.21228E-02	6.96895E-05	1.20225E-02
4.83366E-02	1.20474E-02	6.96509E-05	1.19641E-02
4.85634E-02	1.19090E-02	6.90919E-05	1.19060E-02
4.87901E-02	1.18537E-02	6.97484E-05	1.18481E-02
4.90168E-02	1.17897E-02	6.93612E-05	1.17904E-02
4.92435E-02	1.17688E-02	6.80225E-05	1.17330E-02
4.94702E-02	1.16901E-02	6.91000E-05	1.16758E-02
4.96969E-02	1.15567E-02	6.75961E-05	1.16189E-02
4.99237E-02	1.16246E-02	6.83598E-05	1.15622E-02
5.01504E-02	1.15503E-02	6.84184E-05	1.15057E-02
5.03771E-02	1.14713E-02	6.83445E-05	1.14495E-02
5.06038E-02	1.15064E-02	6.70528E-05	1.13935E-02
5.08305E-02	1.13315E-02	6.67395E-05	1.13378E-02
5.10573E-02	1.12651E-02	6.76561E-05	1.12822E-02
5.12840E-02	1.13452E-02	6.60501E-05	1.12269E-02
5.15107E-02	1.12240E-02	6.66030E-05	1.11719E-02
5.17374E-02	1.11711E-02	6.68615E-05	1.11171E-02
5.19641E-02	1.10421E-02	6.67604E-05	1.10625E-02
5.21908E-02	1.09245E-02	6.64785E-05	1.10081E-02
5.24176E-02	1.10589E-02	6.53168E-05	1.09540E-02
5.26443E-02	1.10136E-02	6.60432E-05	1.09001E-02
5.28710E-02	1.08992E-02	6.54454E-05	1.08465E-02
5.30977E-02	1.07068E-02	6.58308E-05	1.07931E-02
5.33244E-02	1.08221E-02	6.52665E-05	1.07399E-02
5.35511E-02	1.06652E-02	6.53868E-05	1.06869E-02
5.37779E-02	1.07962E-02	6.47758E-05	1.06342E-02
5.40046E-02	1.07206E-02	6.43953E-05	1.05817E-02
5.42313E-02	1.05632E-02	6.46663E-05	1.05294E-02
5.44580E-02	1.05806E-02	6.37268E-05	1.04773E-02
5.46847E-02	1.04701E-02	6.38516E-05	1.04255E-02
5.49115E-02	1.03810E-02	6.39939E-05	1.03739E-02
5.51382E-02	1.03786E-02	6.42724E-05	1.03226E-02
5.53649E-02	1.01693E-02	6.42111E-05	1.02714E-02
5.55916E-02	1.01215E-02	6.32566E-05	1.02205E-02
5.58183E-02	1.02600E-02	6.29181E-05	1.01699E-02
5.60450E-02	1.02351E-02	6.28929E-05	1.01194E-02
5.62718E-02	9.98027E-03	6.28768E-05	1.00692E-02
5.64985E-02	1.01008E-02	6.28778E-05	1.00192E-02
5.67252E-02	9.87516E-03	6.23188E-05	9.96941E-03
5.69519E-02	9.97964E-03	6.27280E-05	9.91987E-03
5.71786E-02	9.91124E-03	6.27643E-05	9.87055E-03
5.74053E-02	9.91632E-03	6.21485E-05	9.82146E-03
5.76321E-02	9.62523E-03	6.14224E-05	9.77257E-03
5.78588E-02	9.75946E-03	6.14518E-05	9.72393E-03
5.80855E-02	9.61767E-03	6.13684E-05	9.67551E-03
5.83122E-02	9.58418E-03	6.20731E-05	9.62731E-03
5.85389E-02	9.51644E-03	6.10578E-05	9.57934E-03
5.87656E-02	9.69371E-03	6.14718E-05	9.53160E-03
5.89924E-02	9.55851E-03	6.11585E-05	9.48405E-03
5.92191E-02	9.36744E-03	6.08751E-05	9.43675E-03
5.94458E-02	9.39507E-03	6.08160E-05	9.38967E-03
5.96725E-02	9.36116E-03	6.03319E-05	9.34282E-03
5.98992E-02	9.29898E-03	6.04272E-05	9.29618E-03
6.01260E-02	9.30642E-03	6.01714E-05	9.24975E-03
6.03527E-02	9.11555E-03	6.13992E-05	9.20356E-03
6.05794E-02	9.15171E-03	6.01565E-05	9.15759E-03
6.08061E-02	9.01835E-03	6.05207E-05	9.11184E-03
6.10328E-02	9.04489E-03	6.04450E-05	9.06631E-03
6.12595E-02	8.98430E-03	6.08625E-05	9.02100E-03
6.14863E-02	8.90060E-03	6.08675E-05	8.97589E-03
6.17130E-02	8.95807E-03	6.02320E-05	8.93103E-03
6.19397E-02	8.74733E-03	6.06674E-05	8.88638E-03
6.21664E-02	8.90982E-03	5.97395E-05	8.84195E-03
6.23931E-02	8.86868E-03	5.97240E-05	8.79774E-03
6.26198E-02	8.78015E-03	5.88816E-05	8.75374E-03
6.28466E-02	8.79985E-03	5.89982E-05	8.70995E-03
6.30733E-02	8.62877E-03	5.85477E-05	8.66639E-03
6.33000E-02	8.65460E-03	5.92310E-05	8.62305E-03
6.35267E-02	8.46689E-03	5.93473E-05	8.57993E-03
6.37534E-02	8.56781E-03	5.91345E-05	8.53702E-03
