S6_2_Ka
1.3495808819908327e-05
1.3196230724526331e-05
1.142501157914216e-05
1.1349789549781155e-05
1.0709222707099993e-05
1.1736993640377224e-05
1.1642904409160623e-05
1.1413923709642186e-05
1.2039846571342346e-05
1.220559829130465e-05
1.2906707986891257e-05
1.2699622061957026e-05
1.3101665286738928e-05
1.3274815953571426e-05
1.2755912524663831e-05
